name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
LS1_BTS:QH_D2002,QUAD,0.25,200.19594922,0.05,0.05,BTS,QUAD_Q1,LS1,D2002,QH,quadrupole-X
DRIFT,DRIFT,0.886212,200.76405522,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1177
LS1_BTS:QV_D2013,QUAD,0.25,201.33216122,0.05,0.05,BTS,QUAD_Q1,LS1,D2013,QV,quadrupole-Y
DRIFT,DRIFT,0.87,201.89216122,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1179
LS1_BTS:DC_D2024,COR,0.2,202.42716122,0.05,0.05,BTS,C2,LS1,D2024,DC,"correctors-X,Y"
LS1_BTS:DCH_D2024,HCOR,0.0,202.42716122,0.05,0.05,BTS,C2,LS1,D2024,DCH,horiz. corrector magnet
LS1_BTS:DCV_D2024,VCOR,0.0,202.42716122,0.05,0.05,BTS,C2,LS1,D2024,DCV,vert. corrector magnet
DRIFT,DRIFT,0.190905,202.62261372,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1181
LS1_BTS:BPM_D2027,BPM,0.0,202.71806622,0.0475,0.0475,BTS,BPM3,LS1,D2027,BPM,position monitor
DRIFT,DRIFT,0.059095,202.74761372,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1184
LS1_BTS:QH_D2029,QUAD,0.25,202.90216122,0.05,0.05,BTS,QUAD_Q1,LS1,D2029,QH,quadrupole-X
DRIFT,DRIFT,1.086212,203.57026722,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1186
LS1_BTS:QV_D2042,QUAD,0.25,204.23837322,0.05,0.05,BTS,QUAD_Q1,LS1,D2042,QV,quadrupole-Y
DRIFT,DRIFT,0.970332,204.84853922,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1188
DRIFT,DRIFT,0.103502,205.38545622,0.05,0.05,NONE,NONE,NONE,NONE,NONE,bellow
LS1_BTS:BPM_D2054,BPM,0.0,205.43720722,0.0475,0.0475,BTS,BPM3,LS1,D2054,BPM,position monitor
DRIFT,DRIFT,0.145282,205.50984822,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_BTS:PM_D2056,PM,0.0,205.58248922,0.0475,0.0475,BTS,PM3,LS1,D2056,PM,profile monitor
DRIFT,DRIFT,0.0,205.58248922,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_BTS:IP_D2056,PORT,0.0,205.58248922,0.0475,0.0475,BTS,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,205.64809722,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.268777,205.84809372,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1197
LS1_BTS:DC_D2061,COR,0.2,206.08248222,0.05,0.05,BTS,C2,LS1,D2061,DC,"correctors-X,Y"
LS1_BTS:DCH_D2061,HCOR,0.0,206.08248222,0.05,0.05,BTS,C2,LS1,D2061,DCH,horiz. corrector magnet
LS1_BTS:DCV_D2061,VCOR,0.0,206.08248222,0.05,0.05,BTS,C2,LS1,D2061,DCV,vert. corrector magnet
DRIFT,DRIFT,0.25,206.30748222,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1199
LS1_BTS:QV_D2066,QUAD,0.25,206.55748222,0.05,0.05,BTS,QUAD_Q1,LS1,D2066,QV,quadrupole-Y
DRIFT,DRIFT,0.5,206.93248222,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1201
LS1_BTS:QH_D2073,QUAD,0.25,207.30748222,0.05,0.05,BTS,QUAD_Q1,LS1,D2073,QH,quadrupole-X
DRIFT,DRIFT,0.7,207.78248222,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1203
LS1_CH01:GV_D2082,VALVE,0.057404,208.16118422,0.04,0.04,CH01,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1895765,208.28421722,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CH01:CAV1_D2085,CAV,0.3,208.52946272,0.034,0.034,CH01,CAV_B08,LS1,D2085,CAV1,b08 resonator
DRIFT,DRIFT,0.097688,208.72830672,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CH01:CAV2_D2089,CAV,0.3,208.92715072,0.034,0.034,CH01,CAV_B08,LS1,D2089,CAV2,b08 resonator
DRIFT,DRIFT,0.0986025,209.12690922,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
DRIFT,DRIFT,0.197985,209.27474572,0.034,0.034,NONE,NONE,NONE,NONE,NONE,drift_1211
DRIFT,DRIFT,0.0986025,209.42258222,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CH01:CAV3_D2096,CAV,0.3,209.62234072,0.034,0.034,CH01,CAV_B08,LS1,D2096,CAV3,b08 resonator
DRIFT,DRIFT,0.097688,209.82118472,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CH01:CAV4_D2100,CAV,0.3,210.02002872,0.034,0.034,CH01,CAV_B08,LS1,D2100,CAV4,b08 resonator
DRIFT,DRIFT,0.1895765,210.26527422,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CH01:GV_D2104,VALVE,0.057404,210.38830722,0.04,0.04,CH01,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.058708,210.44636322,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1218
LS1_BTS:GV_D2105,VALVE,0.075,210.51321722,0.063,0.063,BTS,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.087596,210.59451522,0.063,0.063,NONE,NONE,NONE,NONE,NONE,drift_1220
LS1_BTS:IP_D2106,PORT,0.0,210.63831322,0.063,0.063,BTS,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.519238,210.89793222,0.063,0.063,NONE,NONE,NONE,NONE,NONE,vacuum box
DRIFT,DRIFT,0.1,211.20755122,0.063,0.063,NONE,NONE,NONE,NONE,NONE,drift_1224
LS1_BTS:DC_D2114,COR,0.2,211.35755122,0.05,0.05,BTS,C2,LS1,D2114,DC,"correctors-X,Y"
LS1_BTS:DCH_D2114,HCOR,0.0,211.35755122,0.05,0.05,BTS,C2,LS1,D2114,DCH,horiz. corrector magnet
LS1_BTS:DCV_D2114,VCOR,0.0,211.35755122,0.05,0.05,BTS,C2,LS1,D2114,DCV,vert. corrector magnet
DRIFT,DRIFT,0.192176,211.55363922,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1227
LS1_BTS:BPM_D2116,BPM,0.0,211.64972722,0.0475,0.0475,BTS,BPM3,LS1,D2116,BPM,position monitor
DRIFT,DRIFT,0.057824,211.67863922,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1229
LS1_BTS:QV_D2118,QUAD,0.25,211.83255122,0.05,0.05,BTS,QUAD_Q1,LS1,D2118,QV,quadrupole-Y
DRIFT,DRIFT,0.5,212.20755122,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1231
LS1_BTS:QH_D2126,QUAD,0.25,212.58255122,0.05,0.05,BTS,QUAD_Q1,LS1,D2126,QH,quadrupole-X
DRIFT,DRIFT,0.16165,212.78837622,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1233
DRIFT,DRIFT,0.103502,212.92095222,0.05,0.05,NONE,NONE,NONE,NONE,NONE,bellow
LS1_BTS:BPM_D2130,BPM,0.0,212.97270322,0.05,0.05,BTS,BPM2,LS1,D2130,BPM,position monitor
DRIFT,DRIFT,0.145282,213.04534422,0.05,0.05,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_BTS:PM_D2131,PM,0.0,213.11798522,0.05,0.05,BTS,PM2,LS1,D2131,PM,profile monitor
DRIFT,DRIFT,0.0,213.11798522,0.05,0.05,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_BTS:IP_D2131,PORT,0.0,213.11798522,0.05,0.05,BTS,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,213.18359322,0.05,0.05,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.088633,213.29351772,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1241
FS1_CH02:GV_D2134,VALVE,0.057404,213.36653622,0.04,0.04,CH02,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1895765,213.48956922,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
FS1_CH02:CAV1_D2137,CAV,0.3,213.73481472,0.034,0.034,CH02,CAV_B08,FS1,D2137,CAV1,b08 resonator
DRIFT,DRIFT,0.097688,213.93365872,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
FS1_CH02:CAV2_D2141,CAV,0.3,214.13250272,0.034,0.034,CH02,CAV_B08,FS1,D2141,CAV2,b08 resonator
DRIFT,DRIFT,0.0986025,214.33226122,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
DRIFT,DRIFT,0.197985,214.48009772,0.034,0.034,NONE,NONE,NONE,NONE,NONE,drift_1248
DRIFT,DRIFT,0.0986025,214.62793422,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
FS1_CH02:CAV3_D2148,CAV,0.3,214.82769272,0.034,0.034,CH02,CAV_B08,FS1,D2148,CAV3,b08 resonator
DRIFT,DRIFT,0.097688,215.02653672,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
FS1_CH02:CAV4_D2152,CAV,0.3,215.22538072,0.034,0.034,CH02,CAV_B08,FS1,D2152,CAV4,b08 resonator
DRIFT,DRIFT,0.1895765,215.47062622,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
FS1_CH02:GV_D2156,VALVE,0.057404,215.59365922,0.04,0.04,CH02,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.165143,215.70493272,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1255
DRIFT,DRIFT,0.011054,215.79303122,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.0,215.79855822,0.04,0.04,NONE,NONE,NONE,NONE,NONE,vacuum box
FS1_CSS:FVS_D2158,VALVE,0.0,215.79855822,0.04,0.04,CSS,NONE,FS1,NONE,FVS,fast valve sensor
DRIFT,DRIFT,0.0,215.79855822,0.04,0.04,NONE,NONE,NONE,NONE,NONE,vacuum box
FS1_CSS:IP_D2158,PORT,0.0,215.79855822,0.04,0.04,CSS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.16868,215.88289822,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:FAV_D2160,VALVE,0.0,215.96723822,0.04,0.04,CSS,NONE,FS1,NONE,FAV,fast valve
DRIFT,DRIFT,0.203066,216.06877122,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1263
FS1_CSS:DH_D2163,BEND,0.3,216.32030422,0.04,0.04,CSS,BEND_D1,FS1,D2163,DH,"dipole-5deg, D1-1, C1"
DRIFT,DRIFT,0.25,216.59530422,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1265
FS1_CSS:DH_D2169,BEND,0.3,216.87030422,0.04,0.04,CSS,BEND_D1,FS1,D2169,DH,"dipole-5deg, D1-2, C1"
DRIFT,DRIFT,0.091402,217.06600522,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1267
DRIFT,DRIFT,0.067196,217.14530422,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1268
DRIFT,DRIFT,0.091402,217.22460322,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1269
FS1_CSS:DH_D2174,BEND,0.3,217.42030422,0.04,0.04,CSS,BEND_D1,FS1,D2174,DH,"dipole-5deg, D1-3, C1"
DRIFT,DRIFT,0.25,217.69530422,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1271
FS1_CSS:DH_D2180,BEND,0.3,217.97030422,0.04,0.04,CSS,BEND_D1,FS1,D2180,DH,"dipole-5deg, D1-4, C1"
DRIFT,DRIFT,0.06,218.15030422,0.04,0.04,NONE,NONE,NONE,NONE,NONE,coil-out (assumed)
DRIFT,DRIFT,0.117235,218.23892172,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1274
FS1_CSS:BCM_D2183,BCM,0.1,218.34753922,0.04,0.04,CSS,BCM2,FS1,NONE,BCM,current monitor
DRIFT,DRIFT,0.172437495837,218.483757968,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1276
FS1_CSS:TMP_D2186,PORT,0.0,218.569976716,0.04,0.04,CSS,TMP_L,FS1,NONE,TMP,turbo pump 2050 l/s
DRIFT,DRIFT,0.139327504163,218.639640468,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1278
DRIFT,DRIFT,0.1,218.75930422,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.036,218.82730422,0.04,0.04,NONE,NONE,NONE,NONE,NONE,coil-out
FS1_CSS:DC_D2189,COR,0.2,218.94530422,0.05,0.05,CSS,C2,FS1,D2189,DC,"correctors-X,Y"
FS1_CSS:DCH_D2189,HCOR,0.0,218.94530422,0.05,0.05,CSS,C2,FS1,D2189,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2189,VCOR,0.0,218.94530422,0.05,0.05,CSS,C2,FS1,D2189,DCV,vert. corrector magnet
DRIFT,DRIFT,0.25,219.17030422,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1282
FS1_CSS:QH_D2194,QUAD,0.25,219.42030422,0.05,0.05,CSS,QUAD_Q1,FS1,D2194,QH,quadrupole-X
DRIFT,DRIFT,0.0475,219.56905422,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1284
DRIFT,DRIFT,0.195149,219.69037872,0.05,0.05,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:BL_D2198,BL,0.0,219.78795322,0.05,0.05,CSS,LPMx,FS1,NONE,BL,bunch length monitor (no costed)
FS1_CSS:PM_D2198,PM,0.0,219.78795322,0.05,0.05,CSS,PM3,FS1,D2198,PM,profile monitor
DRIFT,DRIFT,0.122385,219.84914572,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1289
FS1_CSS:GV_D2199,VALVE,0.075,219.94783822,0.063,0.063,CSS,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.097816,220.03424622,0.063,0.063,NONE,NONE,NONE,NONE,NONE,drift_1291
FS1_CSS:QV_D2202,QUAD,0.25,220.20815422,0.05,0.05,CSS,QUAD_Q1,FS1,D2202,QV,quadrupole-Y
DRIFT,DRIFT,0.135518,220.40091322,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1293
DRIFT,DRIFT,0.1510235,220.54418397,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1294
FS1_CSS:TMP_D2206,PORT,0.0,220.61969572,0.05,0.05,CSS,TMP_L,FS1,NONE,TMP,turbo pump 2050 l/s
FS1_CSS:FVS_D2206,VALVE,0.0,220.61969572,0.05,0.05,CSS,NONE,FS1,NONE,FVS,fast valve sensor
DRIFT,DRIFT,0.2634585,220.75142497,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1297
FS1_CSS:DC_D2210,COR,0.2,220.98315422,0.05,0.05,CSS,C2,FS1,D2210,DC,"correctors-X,Y"
FS1_CSS:DCH_D2210,HCOR,0.0,220.98315422,0.05,0.05,CSS,C2,FS1,D2210,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2210,VCOR,0.0,220.98315422,0.05,0.05,CSS,C2,FS1,D2210,DCV,vert. corrector magnet
DRIFT,DRIFT,0.027106,221.09670722,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1299
FS1_CSS:BPM_D2212,BPM,0.137,221.17876022,0.0475,0.0475,CSS,BPM3,FS1,D2212,BPM,position monitor
DRIFT,DRIFT,0.085894,221.29020722,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1301
FS1_CSS:QH_D2215,QUAD,0.25,221.45815422,0.05,0.05,CSS,QUAD_Q1,FS1,D2215,QH,quadrupole-X
DRIFT,DRIFT,0.25,221.70815422,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1303
FS1_CSS:QV_D2220,QUAD,0.25,221.95815422,0.05,0.05,CSS,QUAD_Q1,FS1,D2220,QV,quadrupole-Y
DRIFT,DRIFT,0.074011,222.12015972,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1306
FS1_CSS:GV_D2222,VALVE,0.075,222.19466522,0.063,0.063,CSS,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.094699,222.27951472,0.063,0.063,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:BPM_D2223,BPM,0.0,222.32686422,0.063,0.063,CSS,BPM3,FS1,D2223,BPM,position monitor
DRIFT,DRIFT,0.145282,222.39950522,0.063,0.063,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:PM_D2225,PM,0.0,222.47214622,0.063,0.063,CSS,PM6,FS1,D2225,PM,profile monitor (small)
DRIFT,DRIFT,0.0,222.47214622,0.063,0.063,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:IP_D2225,PORT,0.0,222.47214622,0.063,0.063,CSS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,222.53775422,0.063,0.063,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.054792,222.63075822,0.063,0.063,NONE,NONE,NONE,NONE,NONE,drift_1317
FS1_STRL:GV_D2227,VALVE,0.072,222.69415422,0.063,0.063,STRL,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.528,222.99415422,0.063,0.063,NONE,NONE,NONE,NONE,NONE,stripper module
FS1_STRL:CP_D2233,PORT,0.0,223.25815422,0.063,0.063,STRL,CP_L,FS1,NONE,CP,"cryo pump, 1500 l/s"
FS1_STRL:STRIP_D2237,STRIP,0.8,223.65815422,0.063,0.063,NONE,NONE,NONE,NONE,NONE,#stripper
FS1_STRL:CP_D2241,PORT,0.0,224.05815422,0.063,0.063,STRL,CP_L,FS1,NONE,CP,"cryo pump, 1500 l/s"
DRIFT,DRIFT,0.528,224.32215422,0.063,0.063,NONE,NONE,NONE,NONE,NONE,stripper module
FS1_STRL:GV_D2246,VALVE,0.072,224.62215422,0.063,0.063,STRL,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.008836,224.66257222,0.063,0.063,NONE,NONE,NONE,NONE,NONE,drift_1327
DRIFT,DRIFT,0.103502,224.71874122,0.063,0.063,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:BPM_D2248,BPM,0.0,224.77049222,0.063,0.063,CSS,BPM3,FS1,D2248,BPM,position monitor
DRIFT,DRIFT,0.145282,224.84313322,0.063,0.063,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:PM_D2249,PM,0.0,224.91577422,0.063,0.063,CSS,PM6,FS1,D2249,PM,profile monitor
DRIFT,DRIFT,0.0,224.91577422,0.063,0.063,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:IP_D2249,PORT,0.0,224.91577422,0.063,0.063,CSS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.12238,224.97696422,0.063,0.063,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:GV_D2251,VALVE,0.075,225.07565422,0.063,0.063,CSS,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.12,225.17315422,0.063,0.063,NONE,NONE,NONE,NONE,NONE,drift_1337
FS1_CSS:QV_D2254,QUAD,0.25,225.35815422,0.05,0.05,CSS,QUAD_Q1,FS1,D2254,QV,quadrupole-Y
DRIFT,DRIFT,0.092506,225.52940722,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1339
FS1_CSS:DC_D2257,COR,0.2,225.67566022,0.05,0.05,CSS,C2,FS1,D2257,DC,"correctors-X,Y"
FS1_CSS:DCH_D2257,HCOR,0.0,225.67566022,0.05,0.05,CSS,C2,FS1,D2257,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2257,VCOR,0.0,225.67566022,0.05,0.05,CSS,C2,FS1,D2257,DCV,vert. corrector magnet
DRIFT,DRIFT,0.107494,225.82940722,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1342
FS1_CSS:QH_D2260,QUAD,0.25,226.00815422,0.05,0.05,CSS,QUAD_Q1,FS1,D2260,QH,quadrupole-X
DRIFT,DRIFT,0.098,226.18215422,0.05,0.05,NONE,NONE,NONE,NONE,NONE,coil out + leads
DRIFT,DRIFT,0.084251,226.27327972,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1346
FS1_CSS:BL_D2263,BL,0.0,226.31540522,0.05,0.05,CSS,LPM3,FS1,NONE,BL,bunch length monitor
DRIFT,DRIFT,0.08375,226.35728022,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1348
FS1_CSS:BCM_D2264,BCM,0.1,226.44915522,0.05,0.05,CSS,BCM4,FS1,NONE,BCM,current monitor
DRIFT,DRIFT,0.203552,226.60093122,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1350
FS1_CSS:TMP_D2267,PORT,0.0,226.70270722,0.05,0.05,CSS,TMP_L,FS1,NONE,TMP,turbo pump 2050 l/s
FS1_CSS:FVS_D2267,VALVE,0.0,226.70270722,0.05,0.05,CSS,NONE,FS1,NONE,FVS,fast valve sensor
DRIFT,DRIFT,0.282447,226.84393072,0.05,0.05,NONE,NONE,NONE,NONE,NONE,collimation flange
DRIFT,DRIFT,0.098,227.03415422,0.05,0.05,NONE,NONE,NONE,NONE,NONE,coil out + leads
FS1_CSS:QV_D2272,QUAD,0.25,227.20815422,0.05,0.05,CSS,QUAD_Q1,FS1,D2272,QV,quadrupole-Y
DRIFT,DRIFT,0.138656,227.40248222,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1357
FS1_CSS:DC_D2276,COR,0.2,227.57181022,0.05,0.05,CSS,C2,FS1,D2276,DC,"correctors-X,Y"
FS1_CSS:DCH_D2276,HCOR,0.0,227.57181022,0.05,0.05,CSS,C2,FS1,D2276,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2276,VCOR,0.0,227.57181022,0.05,0.05,CSS,C2,FS1,D2276,DCV,vert. corrector magnet
DRIFT,DRIFT,0.139394,227.74150722,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1359
FS1_CSS:BPM_D2278,BPM,0.0,227.81120422,0.0475,0.0475,CSS,BPM3,FS1,D2278,BPM,position monitor
DRIFT,DRIFT,0.0598,227.84110422,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1361
FS1_CSS:QH_D2280,QUAD,0.25,227.99600422,0.05,0.05,CSS,QUAD_Q1,FS1,D2280,QH,quadrupole-X
DRIFT,DRIFT,0.28,228.26100422,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1363
DRIFT,DRIFT,0.082672,228.44234022,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1364
FS1_CSS:TMP_D2285,PORT,0.0,228.48367622,0.05,0.05,CSS,TMP_L,FS1,NONE,TMP,turbo pump 2050 l/s
DRIFT,DRIFT,0.219899,228.59362572,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1366
DRIFT,DRIFT,0.0,228.70357522,0.05,0.05,NONE,NONE,NONE,NONE,NONE,collimation flange
DRIFT,DRIFT,0.183023,228.79508672,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1370
FS1_CSS:DH_D2290,BEND,0.3,229.03659822,0.04,0.04,CSS,BEND_D1,FS1,D2290,DH,"dipole-5deg, D1-1, C2"
DRIFT,DRIFT,0.25,229.31159822,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1373
FS1_CSS:DH_D2296,BEND,0.3,229.58659822,0.04,0.04,CSS,BEND_D1,FS1,D2296,DH,"dipole-5deg, D1-1, C2"
DRIFT,DRIFT,0.082804,229.77800022,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1375
DRIFT,DRIFT,0.1,229.86940222,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1376
DRIFT,DRIFT,0.067196,229.95300022,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1377
DRIFT,DRIFT,0.1,230.03659822,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1378
FS1_CSS:DH_D2302,BEND,0.3,230.23659822,0.04,0.04,CSS,BEND_D1,FS1,D2302,DH,"dipole-5deg, D1-1, C2"
DRIFT,DRIFT,0.25,230.51159822,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1380
FS1_CSS:DH_D2308,BEND,0.3,230.78659822,0.04,0.04,CSS,BEND_D1,FS1,D2308,DH,"dipole-5deg, D1-1, C2"
DRIFT,DRIFT,0.196446,231.03482122,0.237349671,0.237349671,NONE,NONE,NONE,NONE,NONE,drift_1382
FS1_CSS:FAV_D2312,VALVE,0.067196,231.16664222,0.04,0.04,CSS,NONE,FS1,NONE,FAV,fast valve
DRIFT,DRIFT,0.003898,231.20218922,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1384
DRIFT,DRIFT,0.103502,231.25588922,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:BPM_D2313,BPM,0.0,231.30764022,0.237349671,0.237349671,CSS,BPM2,FS1,D2313,BPM,position monitor
DRIFT,DRIFT,0.145282,231.38028122,0.237349671,0.237349671,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:PM_D2315,PM,0.0,231.45292222,0.237349671,0.237349671,CSS,PMx,FS1,D2315,PM,profile monitor (not costed)
DRIFT,DRIFT,0.0,231.45292222,0.237349671,0.237349671,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:IP_D2315,PORT,0.0,231.45292222,0.237349671,0.237349671,CSS,IP_S,FS1,NONE,IP,"pump, 75 l/s"
FS1_CSS:FVS_D2315,VALVE,0.0,231.45292222,0.237349671,0.237349671,CSS,NONE,FS1,NONE,FVS,fast valve sensor
DRIFT,DRIFT,0.131216,231.51853022,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.017429,231.59285272,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1393
DRIFT,DRIFT,0.0,231.60156722,0.04,0.04,NONE,NONE,NONE,NONE,NONE,collimation flange
DRIFT,DRIFT,0.096757,231.64994572,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1395
DRIFT,DRIFT,0.1,231.74832422,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1396
FS1_MGB01:GV_D2318,VALVE,0.057404,231.82702622,0.04,0.04,MGB01,NONE,FS1,NONE,GV,gate valve
FS1_MGB01:CAV_D2320,CAV,0.3183255,232.01489097,0.036,0.036,MGB01,CAV_B19,FS1,D2320,CAV,b19 resonator 1 1/4
FS1_MGB01:CAV_D2323,CAV,0.3183255,232.33321647,0.036,0.036,MGB01,CAV_B19,FS1,D2323,CAV,b19 resonator 1 2/4
FS1_MGB01:CAV_D2327,CAV,0.3183255,232.65154197,0.036,0.036,MGB01,CAV_B19,FS1,D2327,CAV,b19 resonator 1 3/4
FS1_MGB01:CAV_D2330,CAV,0.3183255,232.96986747,0.036,0.036,MGB01,CAV_B19,FS1,D2330,CAV,b19 resonator 1 4/4
FS1_MGB01:GV_D2332,VALVE,0.057404,233.15773222,0.04,0.04,MGB01,NONE,FS1,NONE,GV,gate valve
