name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
LS1_CB03:SOL1_D1363,SOLCOR,0.5,136.26105234,0.04,0.04,CB03,SOL_S2,LS1,D1363,SOL1,solenoid+correctors
LS1_CB03:DCH_D1363,HCOR,0.0,136.26105234,0.04,0.04,CB03,S2,LS1,D1363,DCH,horiz. corrector magnet
LS1_CB03:DCV_D1363,VCOR,0.0,136.26105234,0.04,0.04,CB03,S2,LS1,D1363,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,136.54912034,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,136.63603234,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:CAV2_D1368,CAV,0.3,136.83579084,0.034,0.034,CB03,CAV_B08,LS1,D1368,CAV2,b08 resonator
DRIFT,DRIFT,0.097688,137.03463484,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:CAV3_D1372,CAV,0.3,137.23347884,0.034,0.034,CB03,CAV_B08,LS1,D1372,CAV3,b08 resonator
DRIFT,DRIFT,0.097688,137.43232284,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:CAV4_D1376,CAV,0.3,137.63116684,0.034,0.034,CB03,CAV_B08,LS1,D1376,CAV4,b08 resonator
LS1_CB03:BLM_D1378,BLM,0.0,137.78025234,0.034,0.034,CB03,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,137.82942176,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:BPM_D1379,BPM,0.0,137.87676218,0.04,0.04,CB03,BPM6,LS1,D1379,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,137.90470218,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,137.97071018,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB03:SOL2_D1383,SOLCOR,0.5,138.25877818,0.04,0.04,CB03,SOL_S2,LS1,D1383,SOL2,solenoid+correctors
LS1_CB03:DCH_D1383,HCOR,0.0,138.25877818,0.04,0.04,CB03,S2,LS1,D1383,DCH,horiz. corrector magnet
LS1_CB03:DCV_D1383,VCOR,0.0,138.25877818,0.04,0.04,CB03,S2,LS1,D1383,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,138.54684618,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,138.63375818,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:CAV5_D1388,CAV,0.3,138.83351668,0.034,0.034,CB03,CAV_B08,LS1,D1388,CAV5,b08 resonator
DRIFT,DRIFT,0.097688,139.03236068,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:CAV6_D1392,CAV,0.3,139.23120468,0.034,0.034,CB03,CAV_B08,LS1,D1392,CAV6,b08 resonator
DRIFT,DRIFT,0.097688,139.43004868,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:CAV7_D1396,CAV,0.3,139.62889268,0.034,0.034,CB03,CAV_B08,LS1,D1396,CAV7,b08 resonator
LS1_CB03:BLM_D1398,BLM,0.0,139.77797818,0.034,0.034,CB03,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,139.8271476,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:BPM_D1399,BPM,0.0,139.87448802,0.04,0.04,CB03,BPM6,LS1,D1399,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,139.90242802,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,139.96843602,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB03:SOL3_D1403,SOLCOR,0.5,140.25650402,0.04,0.04,CB03,SOL_S2,LS1,D1403,SOL3,solenoid+correctors
LS1_CB03:DCH_D1403,HCOR,0.0,140.25650402,0.04,0.04,CB03,S2,LS1,D1403,DCH,horiz. corrector magnet
LS1_CB03:DCV_D1403,VCOR,0.0,140.25650402,0.04,0.04,CB03,S2,LS1,D1403,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,140.54457202,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,140.63148402,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB03:CAV8_D1408,CAV,0.3,140.83124252,0.034,0.034,CB03,CAV_B08,LS1,D1408,CAV8,b08 resonator
DRIFT,DRIFT,0.1899075,141.07665352,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB03:GV_D1412,VALVE,0.057404,141.19985202,0.04,0.04,CB03,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,141.28030502,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WB03:BPM_D1413,BPM,0.0,141.33205602,0.04,0.04,WB03,BPM2,LS1,D1413,BPM,position monitor
DRIFT,DRIFT,0.145282,141.40469702,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB03:PM_D1415,PM,0.0,141.47733802,0.04,0.04,WB03,PMx,LS1,D1415,PM,profile monitor  (not costed)
DRIFT,DRIFT,0.0,141.47733802,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB03:IP_D1415,PORT,0.0,141.47733802,0.04,0.04,WB03,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,141.54294602,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:GV_D1416,VALVE,0.057404,141.63725602,0.04,0.04,CB04,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1899075,141.76045452,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB04:CAV1_D1420,CAV,0.3,142.00586552,0.034,0.034,CB04,CAV_B08,LS1,D1420,CAV1,b08 resonator
LS1_CB04:BLM_D1422,BLM,0.0,142.15495102,0.034,0.034,CB04,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,142.20412044,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:BPM_D1423,BPM,0.0,142.25146086,0.04,0.04,CB04,BPM6,LS1,D1423,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,142.27940086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,142.34540886,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB04:SOL1_D1426,SOLCOR,0.5,142.63347686,0.04,0.04,CB04,SOL_S2,LS1,D1426,SOL1,solenoid+correctors
LS1_CB04:DCH_D1426,HCOR,0.0,142.63347686,0.04,0.04,CB04,S2,LS1,D1426,DCH,horiz. corrector magnet
LS1_CB04:DCV_D1426,VCOR,0.0,142.63347686,0.04,0.04,CB04,S2,LS1,D1426,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,142.92154486,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,143.00845686,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:CAV2_D1432,CAV,0.3,143.20821536,0.034,0.034,CB04,CAV_B08,LS1,D1432,CAV2,b08 resonator
DRIFT,DRIFT,0.097688,143.40705936,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:CAV3_D1436,CAV,0.3,143.60590336,0.034,0.034,CB04,CAV_B08,LS1,D1436,CAV3,b08 resonator
DRIFT,DRIFT,0.097688,143.80474736,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:CAV4_D1440,CAV,0.3,144.00359136,0.034,0.034,CB04,CAV_B08,LS1,D1440,CAV4,b08 resonator
LS1_CB04:BLM_D1442,BLM,0.0,144.15267686,0.034,0.034,CB04,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,144.20184628,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:BPM_D1442,BPM,0.0,144.2491867,0.04,0.04,CB04,BPM6,LS1,D1442,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,144.2771267,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,144.3431347,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB04:SOL2_D1446,SOLCOR,0.5,144.6312027,0.04,0.04,CB04,SOL_S2,LS1,D1446,SOL2,solenoid+correctors
LS1_CB04:DCH_D1446,HCOR,0.0,144.6312027,0.04,0.04,CB04,S2,LS1,D1446,DCH,horiz. corrector magnet
LS1_CB04:DCV_D1446,VCOR,0.0,144.6312027,0.04,0.04,CB04,S2,LS1,D1446,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,144.9192707,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,145.0061827,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:CAV5_D1452,CAV,0.3,145.2059412,0.034,0.034,CB04,CAV_B08,LS1,D1452,CAV5,b08 resonator
DRIFT,DRIFT,0.097688,145.4047852,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:CAV6_D1456,CAV,0.3,145.6036292,0.034,0.034,CB04,CAV_B08,LS1,D1456,CAV6,b08 resonator
DRIFT,DRIFT,0.097688,145.8024732,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:CAV7_D1460,CAV,0.3,146.0013172,0.034,0.034,CB04,CAV_B08,LS1,D1460,CAV7,b08 resonator
LS1_CB04:BLM_D1462,BLM,0.0,146.1504027,0.034,0.034,CB04,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,146.19957212,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:BPM_D1462,BPM,0.0,146.24691254,0.04,0.04,CB04,BPM6,LS1,D1462,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,146.27485254,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,146.34086054,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB04:SOL3_D1466,SOLCOR,0.5,146.62892854,0.04,0.04,CB04,SOL_S2,LS1,D1466,SOL3,solenoid+correctors
LS1_CB04:DCH_D1466,HCOR,0.0,146.62892854,0.04,0.04,CB04,S2,LS1,D1466,DCH,horiz. corrector magnet
LS1_CB04:DCV_D1466,VCOR,0.0,146.62892854,0.04,0.04,CB04,S2,LS1,D1466,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,146.91699654,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,147.00390854,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB04:CAV8_D1472,CAV,0.3,147.20366704,0.034,0.034,CB04,CAV_B08,LS1,D1472,CAV8,b08 resonator
DRIFT,DRIFT,0.1899075,147.44907804,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB04:GV_D1476,VALVE,0.057404,147.57227654,0.04,0.04,CB04,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,147.65272954,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WB04:BPM_D1477,BPM,0.0,147.70448054,0.04,0.04,WB04,BPM2,LS1,D1477,BPM,position monitor
DRIFT,DRIFT,0.145282,147.77712154,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB04:PORT_D1478,PORT,0.0,147.84976254,0.04,0.04,WB04,,LS1,NONE,PORT,port for future diagnostics
DRIFT,DRIFT,0.0,147.84976254,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB04:IP_D1478,PORT,0.0,147.84976254,0.04,0.04,WB04,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,147.91537054,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:GV_D1480,VALVE,0.057404,148.00968054,0.04,0.04,CB05,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1899075,148.13287904,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB05:CAV1_D1484,CAV,0.3,148.37829004,0.034,0.034,CB05,CAV_B08,LS1,D1484,CAV1,b08 resonator
LS1_CB05:BLM_D1485,BLM,0.0,148.52737554,0.034,0.034,CB05,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,148.57654496,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:BPM_D1486,BPM,0.0,148.62388538,0.04,0.04,CB05,BPM6,LS1,D1486,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,148.65182538,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,148.71783338,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB05:SOL1_D1490,SOLCOR,0.5,149.00590138,0.04,0.04,CB05,SOL_S2,LS1,D1490,SOL1,solenoid+correctors
LS1_CB05:DCH_D1490,HCOR,0.0,149.00590138,0.04,0.04,CB05,S2,LS1,D1490,DCH,horiz. corrector magnet
LS1_CB05:DCV_D1490,VCOR,0.0,149.00590138,0.04,0.04,CB05,S2,LS1,D1490,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,149.29396938,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,149.38088138,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:CAV2_D1496,CAV,0.3,149.58063988,0.034,0.034,CB05,CAV_B08,LS1,D1496,CAV2,b08 resonator
DRIFT,DRIFT,0.097688,149.77948388,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:CAV3_D1500,CAV,0.3,149.97832788,0.034,0.034,CB05,CAV_B08,LS1,D1500,CAV3,b08 resonator
DRIFT,DRIFT,0.097688,150.17717188,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:CAV4_D1504,CAV,0.3,150.37601588,0.034,0.034,CB05,CAV_B08,LS1,D1504,CAV4,b08 resonator
LS1_CB05:BLM_D1505,BLM,0.0,150.52510138,0.034,0.034,CB05,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,150.5742708,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:BPM_D1506,BPM,0.0,150.62161122,0.04,0.04,CB05,BPM6,LS1,D1506,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,150.64955122,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,150.71555922,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB05:SOL2_D1510,SOLCOR,0.5,151.00362722,0.04,0.04,CB05,SOL_S2,LS1,D1510,SOL2,solenoid+correctors
LS1_CB05:DCH_D1510,HCOR,0.0,151.00362722,0.04,0.04,CB05,S2,LS1,D1510,DCH,horiz. corrector magnet
LS1_CB05:DCV_D1510,VCOR,0.0,151.00362722,0.04,0.04,CB05,S2,LS1,D1510,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,151.29169522,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,151.37860722,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:CAV5_D1516,CAV,0.3,151.57836572,0.034,0.034,CB05,CAV_B08,LS1,D1516,CAV5,b08 resonator
DRIFT,DRIFT,0.097688,151.77720972,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:CAV6_D1520,CAV,0.3,151.97605372,0.034,0.034,CB05,CAV_B08,LS1,D1520,CAV6,b08 resonator
DRIFT,DRIFT,0.097688,152.17489772,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:CAV7_D1524,CAV,0.3,152.37374172,0.034,0.034,CB05,CAV_B08,LS1,D1524,CAV7,b08 resonator
LS1_CB05:BLM_D1525,BLM,0.0,152.52282722,0.034,0.034,CB05,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,152.57199664,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:BPM_D1526,BPM,0.0,152.61933706,0.04,0.04,CB05,BPM6,LS1,D1526,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,152.64727706,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,152.71328506,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB05:SOL3_D1530,SOLCOR,0.5,153.00135306,0.04,0.04,CB05,SOL_S2,LS1,D1530,SOL3,solenoid+correctors
LS1_CB05:DCH_D1530,HCOR,0.0,153.00135306,0.04,0.04,CB05,S2,LS1,D1530,DCH,horiz. corrector magnet
LS1_CB05:DCV_D1530,VCOR,0.0,153.00135306,0.04,0.04,CB05,S2,LS1,D1530,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,153.28942106,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,153.37633306,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB05:CAV8_D1536,CAV,0.3,153.57609156,0.034,0.034,CB05,CAV_B08,LS1,D1536,CAV8,b08 resonator
DRIFT,DRIFT,0.1899075,153.82150256,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB05:GV_D1539,VALVE,0.057404,153.94470106,0.04,0.04,CB05,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,154.02515406,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WB05:BPM_D1541,BPM,0.0,154.07690506,0.04,0.04,WB05,BPM2,LS1,D1541,BPM,position monitor
DRIFT,DRIFT,0.145282,154.14954606,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB05:PORT_D1542,PORT,0.0,154.22218706,0.04,0.04,WB05,,LS1,NONE,PORT,port for future diagnostics
DRIFT,DRIFT,0.0,154.22218706,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB05:IP_D1542,PORT,0.0,154.22218706,0.04,0.04,WB05,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,154.28779506,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:GV_D1544,VALVE,0.057404,154.38210506,0.04,0.04,CB06,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1899075,154.50530356,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB06:CAV1_D1548,CAV,0.3,154.75071456,0.034,0.034,CB06,CAV_B08,LS1,D1548,CAV1,b08 resonator
LS1_CB06:BLM_D1549,BLM,0.0,154.89980006,0.034,0.034,CB06,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,154.94896948,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:BPM_D1550,BPM,0.0,154.9963099,0.04,0.04,CB06,BPM6,LS1,D1550,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,155.0242499,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,155.0902579,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB06:SOL1_D1554,SOLCOR,0.5,155.3783259,0.04,0.04,CB06,SOL_S2,LS1,D1554,SOL1,solenoid+correctors
LS1_CB06:DCH_D1554,HCOR,0.0,155.3783259,0.04,0.04,CB06,S2,LS1,D1554,DCH,horiz. corrector magnet
LS1_CB06:DCV_D1554,VCOR,0.0,155.3783259,0.04,0.04,CB06,S2,LS1,D1554,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,155.6663939,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,155.7533059,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:CAV2_D1560,CAV,0.3,155.9530644,0.034,0.034,CB06,CAV_B08,LS1,D1560,CAV2,b08 resonator
DRIFT,DRIFT,0.097688,156.1519084,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:CAV3_D1564,CAV,0.3,156.3507524,0.034,0.034,CB06,CAV_B08,LS1,D1564,CAV3,b08 resonator
DRIFT,DRIFT,0.097688,156.5495964,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:CAV4_D1567,CAV,0.3,156.7484404,0.034,0.034,CB06,CAV_B08,LS1,D1567,CAV4,b08 resonator
LS1_CB06:BLM_D1569,BLM,0.0,156.8975259,0.034,0.034,CB06,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,156.94669532,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:BPM_D1570,BPM,0.0,156.99403574,0.04,0.04,CB06,BPM6,LS1,D1570,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,157.02197574,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,157.08798374,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB06:SOL2_D1574,SOLCOR,0.5,157.37605174,0.04,0.04,CB06,SOL_S2,LS1,D1574,SOL2,solenoid+correctors
LS1_CB06:DCH_D1574,HCOR,0.0,157.37605174,0.04,0.04,CB06,S2,LS1,D1574,DCH,horiz. corrector magnet
LS1_CB06:DCV_D1574,VCOR,0.0,157.37605174,0.04,0.04,CB06,S2,LS1,D1574,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,157.66411974,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,157.75103174,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:CAV5_D1580,CAV,0.3,157.95079024,0.034,0.034,CB06,CAV_B08,LS1,D1580,CAV5,b08 resonator
DRIFT,DRIFT,0.097688,158.14963424,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:CAV6_D1583,CAV,0.3,158.34847824,0.034,0.034,CB06,CAV_B08,LS1,D1583,CAV6,b08 resonator
DRIFT,DRIFT,0.097688,158.54732224,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:CAV7_D1587,CAV,0.3,158.74616624,0.034,0.034,CB06,CAV_B08,LS1,D1587,CAV7,b08 resonator
LS1_CB06:BLM_D1589,BLM,0.0,158.89525174,0.034,0.034,CB06,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,158.94442116,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:BPM_D1590,BPM,0.0,158.99176158,0.04,0.04,CB06,BPM6,LS1,D1590,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,159.01970158,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,159.08570958,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB06:SOL3_D1594,SOLCOR,0.5,159.37377758,0.04,0.04,CB06,SOL_S2,LS1,D1594,SOL3,solenoid+correctors
LS1_CB06:DCH_D1594,HCOR,0.0,159.37377758,0.04,0.04,CB06,S2,LS1,D1594,DCH,horiz. corrector magnet
LS1_CB06:DCV_D1594,VCOR,0.0,159.37377758,0.04,0.04,CB06,S2,LS1,D1594,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,159.66184558,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,159.74875758,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB06:CAV8_D1599,CAV,0.3,159.94851608,0.034,0.034,CB06,CAV_B08,LS1,D1599,CAV8,b08 resonator
DRIFT,DRIFT,0.1899075,160.19392708,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB06:GV_D1603,VALVE,0.057404,160.31712558,0.04,0.04,CB06,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,160.39757858,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WB06:BPM_D1604,BPM,0.0,160.44932958,0.04,0.04,WB06,BPM2,LS1,D1604,BPM,position monitor
DRIFT,DRIFT,0.145282,160.52197058,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB06:PORT_D1606,PORT,0.0,160.59461158,0.04,0.04,WB06,,LS1,NONE,PORT,port for future diagnostics
DRIFT,DRIFT,0.0,160.59461158,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB06:IP_D1606,PORT,0.0,160.59461158,0.04,0.04,WB06,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,160.66021958,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:GV_D1608,VALVE,0.057404,160.75452958,0.04,0.04,CB07,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1899075,160.87772808,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB07:CAV1_D1611,CAV,0.3,161.12313908,0.034,0.034,CB07,CAV_B08,LS1,D1611,CAV1,b08 resonator
LS1_CB07:BLM_D1613,BLM,0.0,161.27222458,0.034,0.034,CB07,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,161.321394,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:BPM_D1614,BPM,0.0,161.36873442,0.04,0.04,CB07,BPM6,LS1,D1614,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,161.39667442,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,161.46268242,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB07:SOL1_D1618,SOLCOR,0.5,161.75075042,0.04,0.04,CB07,SOL_S2,LS1,D1618,SOL1,solenoid+correctors
LS1_CB07:DCH_D1618,HCOR,0.0,161.75075042,0.04,0.04,CB07,S2,LS1,D1618,DCH,horiz. corrector magnet
LS1_CB07:DCV_D1618,VCOR,0.0,161.75075042,0.04,0.04,CB07,S2,LS1,D1618,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,162.03881842,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,162.12573042,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:CAV2_D1623,CAV,0.3,162.32548892,0.034,0.034,CB07,CAV_B08,LS1,D1623,CAV2,b08 resonator
DRIFT,DRIFT,0.097688,162.52433292,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:CAV3_D1627,CAV,0.3,162.72317692,0.034,0.034,CB07,CAV_B08,LS1,D1627,CAV3,b08 resonator
