s,name,pv_x,pv_y,pv_pha,pv_mag,pv_x_ref,pv_y_ref,pv_pha_ref,pv_mag_ref,pv_dx_ref,pv_dy_ref,pv_dpha_ref,pv_mag_ratio
274.169835,LS2_WC01:BPM_D2742,LS2_WC01:BPM_D2742:XPOS_RD,LS2_WC01:BPM_D2742:YPOS_RD,LS2_WC01:BPM_D2742:PHASE_RD,LS2_WC01:BPM_D2742:MAG_RD,LS2_WC01:BPM_D2742:XPOS_REF_RD,LS2_WC01:BPM_D2742:YPOS_REF_RD,LS2_WC01:BPM_D2742:PHASE_REF_RD,LS2_WC01:BPM_D2742:MAG_REF_RD,LS2_WC01:BPM_D2742:XPOS_DRDREF,LS2_WC01:BPM_D2742:YPOS_DRDREF,LS2_WC01:BPM_D2742:PHASE_DRDREF,LS2_WC01:BPM_D2742:MAG_RATIO
278.150483,LS2_WC02:BPM_D2782,LS2_WC02:BPM_D2782:XPOS_RD,LS2_WC02:BPM_D2782:YPOS_RD,LS2_WC02:BPM_D2782:PHASE_RD,LS2_WC02:BPM_D2782:MAG_RD,LS2_WC02:BPM_D2782:XPOS_REF_RD,LS2_WC02:BPM_D2782:YPOS_REF_RD,LS2_WC02:BPM_D2782:PHASE_REF_RD,LS2_WC02:BPM_D2782:MAG_REF_RD,LS2_WC02:BPM_D2782:XPOS_DRDREF,LS2_WC02:BPM_D2782:YPOS_DRDREF,LS2_WC02:BPM_D2782:PHASE_DRDREF,LS2_WC02:BPM_D2782:MAG_RATIO
282.131131,LS2_WC03:BPM_D2821,LS2_WC03:BPM_D2821:XPOS_RD,LS2_WC03:BPM_D2821:YPOS_RD,LS2_WC03:BPM_D2821:PHASE_RD,LS2_WC03:BPM_D2821:MAG_RD,LS2_WC03:BPM_D2821:XPOS_REF_RD,LS2_WC03:BPM_D2821:YPOS_REF_RD,LS2_WC03:BPM_D2821:PHASE_REF_RD,LS2_WC03:BPM_D2821:MAG_REF_RD,LS2_WC03:BPM_D2821:XPOS_DRDREF,LS2_WC03:BPM_D2821:YPOS_DRDREF,LS2_WC03:BPM_D2821:PHASE_DRDREF,LS2_WC03:BPM_D2821:MAG_RATIO
286.111779,LS2_WC04:BPM_D2861,LS2_WC04:BPM_D2861:XPOS_RD,LS2_WC04:BPM_D2861:YPOS_RD,LS2_WC04:BPM_D2861:PHASE_RD,LS2_WC04:BPM_D2861:MAG_RD,LS2_WC04:BPM_D2861:XPOS_REF_RD,LS2_WC04:BPM_D2861:YPOS_REF_RD,LS2_WC04:BPM_D2861:PHASE_REF_RD,LS2_WC04:BPM_D2861:MAG_REF_RD,LS2_WC04:BPM_D2861:XPOS_DRDREF,LS2_WC04:BPM_D2861:YPOS_DRDREF,LS2_WC04:BPM_D2861:PHASE_DRDREF,LS2_WC04:BPM_D2861:MAG_RATIO
290.092427,LS2_WC05:BPM_D2901,LS2_WC05:BPM_D2901:XPOS_RD,LS2_WC05:BPM_D2901:YPOS_RD,LS2_WC05:BPM_D2901:PHASE_RD,LS2_WC05:BPM_D2901:MAG_RD,LS2_WC05:BPM_D2901:XPOS_REF_RD,LS2_WC05:BPM_D2901:YPOS_REF_RD,LS2_WC05:BPM_D2901:PHASE_REF_RD,LS2_WC05:BPM_D2901:MAG_REF_RD,LS2_WC05:BPM_D2901:XPOS_DRDREF,LS2_WC05:BPM_D2901:YPOS_DRDREF,LS2_WC05:BPM_D2901:PHASE_DRDREF,LS2_WC05:BPM_D2901:MAG_RATIO
294.073075,LS2_WC06:BPM_D2941,LS2_WC06:BPM_D2941:XPOS_RD,LS2_WC06:BPM_D2941:YPOS_RD,LS2_WC06:BPM_D2941:PHASE_RD,LS2_WC06:BPM_D2941:MAG_RD,LS2_WC06:BPM_D2941:XPOS_REF_RD,LS2_WC06:BPM_D2941:YPOS_REF_RD,LS2_WC06:BPM_D2941:PHASE_REF_RD,LS2_WC06:BPM_D2941:MAG_REF_RD,LS2_WC06:BPM_D2941:XPOS_DRDREF,LS2_WC06:BPM_D2941:YPOS_DRDREF,LS2_WC06:BPM_D2941:PHASE_DRDREF,LS2_WC06:BPM_D2941:MAG_RATIO
298.053723,LS2_WC07:BPM_D2981,LS2_WC07:BPM_D2981:XPOS_RD,LS2_WC07:BPM_D2981:YPOS_RD,LS2_WC07:BPM_D2981:PHASE_RD,LS2_WC07:BPM_D2981:MAG_RD,LS2_WC07:BPM_D2981:XPOS_REF_RD,LS2_WC07:BPM_D2981:YPOS_REF_RD,LS2_WC07:BPM_D2981:PHASE_REF_RD,LS2_WC07:BPM_D2981:MAG_REF_RD,LS2_WC07:BPM_D2981:XPOS_DRDREF,LS2_WC07:BPM_D2981:YPOS_DRDREF,LS2_WC07:BPM_D2981:PHASE_DRDREF,LS2_WC07:BPM_D2981:MAG_RATIO
302.034371,LS2_WC08:BPM_D3020,LS2_WC08:BPM_D3020:XPOS_RD,LS2_WC08:BPM_D3020:YPOS_RD,LS2_WC08:BPM_D3020:PHASE_RD,LS2_WC08:BPM_D3020:MAG_RD,LS2_WC08:BPM_D3020:XPOS_REF_RD,LS2_WC08:BPM_D3020:YPOS_REF_RD,LS2_WC08:BPM_D3020:PHASE_REF_RD,LS2_WC08:BPM_D3020:MAG_REF_RD,LS2_WC08:BPM_D3020:XPOS_DRDREF,LS2_WC08:BPM_D3020:YPOS_DRDREF,LS2_WC08:BPM_D3020:PHASE_DRDREF,LS2_WC08:BPM_D3020:MAG_RATIO
306.015019,LS2_WC09:BPM_D3060,LS2_WC09:BPM_D3060:XPOS_RD,LS2_WC09:BPM_D3060:YPOS_RD,LS2_WC09:BPM_D3060:PHASE_RD,LS2_WC09:BPM_D3060:MAG_RD,LS2_WC09:BPM_D3060:XPOS_REF_RD,LS2_WC09:BPM_D3060:YPOS_REF_RD,LS2_WC09:BPM_D3060:PHASE_REF_RD,LS2_WC09:BPM_D3060:MAG_REF_RD,LS2_WC09:BPM_D3060:XPOS_DRDREF,LS2_WC09:BPM_D3060:YPOS_DRDREF,LS2_WC09:BPM_D3060:PHASE_DRDREF,LS2_WC09:BPM_D3060:MAG_RATIO
309.995667,LS2_WC10:BPM_D3100,LS2_WC10:BPM_D3100:XPOS_RD,LS2_WC10:BPM_D3100:YPOS_RD,LS2_WC10:BPM_D3100:PHASE_RD,LS2_WC10:BPM_D3100:MAG_RD,LS2_WC10:BPM_D3100:XPOS_REF_RD,LS2_WC10:BPM_D3100:YPOS_REF_RD,LS2_WC10:BPM_D3100:PHASE_REF_RD,LS2_WC10:BPM_D3100:MAG_REF_RD,LS2_WC10:BPM_D3100:XPOS_DRDREF,LS2_WC10:BPM_D3100:YPOS_DRDREF,LS2_WC10:BPM_D3100:PHASE_DRDREF,LS2_WC10:BPM_D3100:MAG_RATIO
313.976315,LS2_WC11:BPM_D3140,LS2_WC11:BPM_D3140:XPOS_RD,LS2_WC11:BPM_D3140:YPOS_RD,LS2_WC11:BPM_D3140:PHASE_RD,LS2_WC11:BPM_D3140:MAG_RD,LS2_WC11:BPM_D3140:XPOS_REF_RD,LS2_WC11:BPM_D3140:YPOS_REF_RD,LS2_WC11:BPM_D3140:PHASE_REF_RD,LS2_WC11:BPM_D3140:MAG_REF_RD,LS2_WC11:BPM_D3140:XPOS_DRDREF,LS2_WC11:BPM_D3140:YPOS_DRDREF,LS2_WC11:BPM_D3140:PHASE_DRDREF,LS2_WC11:BPM_D3140:MAG_RATIO
317.956963,LS2_WC12:BPM_D3180,LS2_WC12:BPM_D3180:XPOS_RD,LS2_WC12:BPM_D3180:YPOS_RD,LS2_WC12:BPM_D3180:PHASE_RD,LS2_WC12:BPM_D3180:MAG_RD,LS2_WC12:BPM_D3180:XPOS_REF_RD,LS2_WC12:BPM_D3180:YPOS_REF_RD,LS2_WC12:BPM_D3180:PHASE_REF_RD,LS2_WC12:BPM_D3180:MAG_REF_RD,LS2_WC12:BPM_D3180:XPOS_DRDREF,LS2_WC12:BPM_D3180:YPOS_DRDREF,LS2_WC12:BPM_D3180:PHASE_DRDREF,LS2_WC12:BPM_D3180:MAG_RATIO
324.160029,LS2_WD01:BPM_D3242,LS2_WD01:BPM_D3242:XPOS_RD,LS2_WD01:BPM_D3242:YPOS_RD,LS2_WD01:BPM_D3242:PHASE_RD,LS2_WD01:BPM_D3242:MAG_RD,LS2_WD01:BPM_D3242:XPOS_REF_RD,LS2_WD01:BPM_D3242:YPOS_REF_RD,LS2_WD01:BPM_D3242:PHASE_REF_RD,LS2_WD01:BPM_D3242:MAG_REF_RD,LS2_WD01:BPM_D3242:XPOS_DRDREF,LS2_WD01:BPM_D3242:YPOS_DRDREF,LS2_WD01:BPM_D3242:PHASE_DRDREF,LS2_WD01:BPM_D3242:MAG_RATIO
330.363095,LS2_WD02:BPM_D3304,LS2_WD02:BPM_D3304:XPOS_RD,LS2_WD02:BPM_D3304:YPOS_RD,LS2_WD02:BPM_D3304:PHASE_RD,LS2_WD02:BPM_D3304:MAG_RD,LS2_WD02:BPM_D3304:XPOS_REF_RD,LS2_WD02:BPM_D3304:YPOS_REF_RD,LS2_WD02:BPM_D3304:PHASE_REF_RD,LS2_WD02:BPM_D3304:MAG_REF_RD,LS2_WD02:BPM_D3304:XPOS_DRDREF,LS2_WD02:BPM_D3304:YPOS_DRDREF,LS2_WD02:BPM_D3304:PHASE_DRDREF,LS2_WD02:BPM_D3304:MAG_RATIO
336.566161,LS2_WD03:BPM_D3366,LS2_WD03:BPM_D3366:XPOS_RD,LS2_WD03:BPM_D3366:YPOS_RD,LS2_WD03:BPM_D3366:PHASE_RD,LS2_WD03:BPM_D3366:MAG_RD,LS2_WD03:BPM_D3366:XPOS_REF_RD,LS2_WD03:BPM_D3366:YPOS_REF_RD,LS2_WD03:BPM_D3366:PHASE_REF_RD,LS2_WD03:BPM_D3366:MAG_REF_RD,LS2_WD03:BPM_D3366:XPOS_DRDREF,LS2_WD03:BPM_D3366:YPOS_DRDREF,LS2_WD03:BPM_D3366:PHASE_DRDREF,LS2_WD03:BPM_D3366:MAG_RATIO
342.769227,LS2_WD04:BPM_D3428,LS2_WD04:BPM_D3428:XPOS_RD,LS2_WD04:BPM_D3428:YPOS_RD,LS2_WD04:BPM_D3428:PHASE_RD,LS2_WD04:BPM_D3428:MAG_RD,LS2_WD04:BPM_D3428:XPOS_REF_RD,LS2_WD04:BPM_D3428:YPOS_REF_RD,LS2_WD04:BPM_D3428:PHASE_REF_RD,LS2_WD04:BPM_D3428:MAG_REF_RD,LS2_WD04:BPM_D3428:XPOS_DRDREF,LS2_WD04:BPM_D3428:YPOS_DRDREF,LS2_WD04:BPM_D3428:PHASE_DRDREF,LS2_WD04:BPM_D3428:MAG_RATIO
348.972293,LS2_WD05:BPM_D3490,LS2_WD05:BPM_D3490:XPOS_RD,LS2_WD05:BPM_D3490:YPOS_RD,LS2_WD05:BPM_D3490:PHASE_RD,LS2_WD05:BPM_D3490:MAG_RD,LS2_WD05:BPM_D3490:XPOS_REF_RD,LS2_WD05:BPM_D3490:YPOS_REF_RD,LS2_WD05:BPM_D3490:PHASE_REF_RD,LS2_WD05:BPM_D3490:MAG_REF_RD,LS2_WD05:BPM_D3490:XPOS_DRDREF,LS2_WD05:BPM_D3490:YPOS_DRDREF,LS2_WD05:BPM_D3490:PHASE_DRDREF,LS2_WD05:BPM_D3490:MAG_RATIO
355.175359,LS2_WD06:BPM_D3552,LS2_WD06:BPM_D3552:XPOS_RD,LS2_WD06:BPM_D3552:YPOS_RD,LS2_WD06:BPM_D3552:PHASE_RD,LS2_WD06:BPM_D3552:MAG_RD,LS2_WD06:BPM_D3552:XPOS_REF_RD,LS2_WD06:BPM_D3552:YPOS_REF_RD,LS2_WD06:BPM_D3552:PHASE_REF_RD,LS2_WD06:BPM_D3552:MAG_REF_RD,LS2_WD06:BPM_D3552:XPOS_DRDREF,LS2_WD06:BPM_D3552:YPOS_DRDREF,LS2_WD06:BPM_D3552:PHASE_DRDREF,LS2_WD06:BPM_D3552:MAG_RATIO
361.378425,LS2_WD07:BPM_D3614,LS2_WD07:BPM_D3614:XPOS_RD,LS2_WD07:BPM_D3614:YPOS_RD,LS2_WD07:BPM_D3614:PHASE_RD,LS2_WD07:BPM_D3614:MAG_RD,LS2_WD07:BPM_D3614:XPOS_REF_RD,LS2_WD07:BPM_D3614:YPOS_REF_RD,LS2_WD07:BPM_D3614:PHASE_REF_RD,LS2_WD07:BPM_D3614:MAG_REF_RD,LS2_WD07:BPM_D3614:XPOS_DRDREF,LS2_WD07:BPM_D3614:YPOS_DRDREF,LS2_WD07:BPM_D3614:PHASE_DRDREF,LS2_WD07:BPM_D3614:MAG_RATIO
367.581491,LS2_WD08:BPM_D3676,LS2_WD08:BPM_D3676:XPOS_RD,LS2_WD08:BPM_D3676:YPOS_RD,LS2_WD08:BPM_D3676:PHASE_RD,LS2_WD08:BPM_D3676:MAG_RD,LS2_WD08:BPM_D3676:XPOS_REF_RD,LS2_WD08:BPM_D3676:YPOS_REF_RD,LS2_WD08:BPM_D3676:PHASE_REF_RD,LS2_WD08:BPM_D3676:MAG_REF_RD,LS2_WD08:BPM_D3676:XPOS_DRDREF,LS2_WD08:BPM_D3676:YPOS_DRDREF,LS2_WD08:BPM_D3676:PHASE_DRDREF,LS2_WD08:BPM_D3676:MAG_RATIO
373.784557,LS2_WD09:BPM_D3738,LS2_WD09:BPM_D3738:XPOS_RD,LS2_WD09:BPM_D3738:YPOS_RD,LS2_WD09:BPM_D3738:PHASE_RD,LS2_WD09:BPM_D3738:MAG_RD,LS2_WD09:BPM_D3738:XPOS_REF_RD,LS2_WD09:BPM_D3738:YPOS_REF_RD,LS2_WD09:BPM_D3738:PHASE_REF_RD,LS2_WD09:BPM_D3738:MAG_REF_RD,LS2_WD09:BPM_D3738:XPOS_DRDREF,LS2_WD09:BPM_D3738:YPOS_DRDREF,LS2_WD09:BPM_D3738:PHASE_DRDREF,LS2_WD09:BPM_D3738:MAG_RATIO
379.987623,LS2_WD10:BPM_D3800,LS2_WD10:BPM_D3800:XPOS_RD,LS2_WD10:BPM_D3800:YPOS_RD,LS2_WD10:BPM_D3800:PHASE_RD,LS2_WD10:BPM_D3800:MAG_RD,LS2_WD10:BPM_D3800:XPOS_REF_RD,LS2_WD10:BPM_D3800:YPOS_REF_RD,LS2_WD10:BPM_D3800:PHASE_REF_RD,LS2_WD10:BPM_D3800:MAG_REF_RD,LS2_WD10:BPM_D3800:XPOS_DRDREF,LS2_WD10:BPM_D3800:YPOS_DRDREF,LS2_WD10:BPM_D3800:PHASE_DRDREF,LS2_WD10:BPM_D3800:MAG_RATIO
386.190689,LS2_WD11:BPM_D3862,LS2_WD11:BPM_D3862:XPOS_RD,LS2_WD11:BPM_D3862:YPOS_RD,LS2_WD11:BPM_D3862:PHASE_RD,LS2_WD11:BPM_D3862:MAG_RD,LS2_WD11:BPM_D3862:XPOS_REF_RD,LS2_WD11:BPM_D3862:YPOS_REF_RD,LS2_WD11:BPM_D3862:PHASE_REF_RD,LS2_WD11:BPM_D3862:MAG_REF_RD,LS2_WD11:BPM_D3862:XPOS_DRDREF,LS2_WD11:BPM_D3862:YPOS_DRDREF,LS2_WD11:BPM_D3862:PHASE_DRDREF,LS2_WD11:BPM_D3862:MAG_RATIO
392.393755,LS2_WD12:BPM_D3924,LS2_WD12:BPM_D3924:XPOS_RD,LS2_WD12:BPM_D3924:YPOS_RD,LS2_WD12:BPM_D3924:PHASE_RD,LS2_WD12:BPM_D3924:MAG_RD,LS2_WD12:BPM_D3924:XPOS_REF_RD,LS2_WD12:BPM_D3924:YPOS_REF_RD,LS2_WD12:BPM_D3924:PHASE_REF_RD,LS2_WD12:BPM_D3924:MAG_REF_RD,LS2_WD12:BPM_D3924:XPOS_DRDREF,LS2_WD12:BPM_D3924:YPOS_DRDREF,LS2_WD12:BPM_D3924:PHASE_DRDREF,LS2_WD12:BPM_D3924:MAG_RATIO
394.313959,FS2_BTS:BPM_D3943,FS2_BTS:BPM_D3943:XPOS_RD,FS2_BTS:BPM_D3943:YPOS_RD,FS2_BTS:BPM_D3943:PHASE_RD,FS2_BTS:BPM_D3943:MAG_RD,FS2_BTS:BPM_D3943:XPOS_REF_RD,FS2_BTS:BPM_D3943:YPOS_REF_RD,FS2_BTS:BPM_D3943:PHASE_REF_RD,FS2_BTS:BPM_D3943:MAG_REF_RD,FS2_BTS:BPM_D3943:XPOS_DRDREF,FS2_BTS:BPM_D3943:YPOS_DRDREF,FS2_BTS:BPM_D3943:PHASE_DRDREF,FS2_BTS:BPM_D3943:MAG_RATIO
395.761108,FS2_BTS:BPM_D3958,FS2_BTS:BPM_D3958:XPOS_RD,FS2_BTS:BPM_D3958:YPOS_RD,FS2_BTS:BPM_D3958:PHASE_RD,FS2_BTS:BPM_D3958:MAG_RD,FS2_BTS:BPM_D3958:XPOS_REF_RD,FS2_BTS:BPM_D3958:YPOS_REF_RD,FS2_BTS:BPM_D3958:PHASE_REF_RD,FS2_BTS:BPM_D3958:MAG_REF_RD,FS2_BTS:BPM_D3958:XPOS_DRDREF,FS2_BTS:BPM_D3958:YPOS_DRDREF,FS2_BTS:BPM_D3958:PHASE_DRDREF,FS2_BTS:BPM_D3958:MAG_RATIO
400.594997,FS2_BTS:BPM_D4006,FS2_BTS:BPM_D4006:XPOS_RD,FS2_BTS:BPM_D4006:YPOS_RD,FS2_BTS:BPM_D4006:PHASE_RD,FS2_BTS:BPM_D4006:MAG_RD,FS2_BTS:BPM_D4006:XPOS_REF_RD,FS2_BTS:BPM_D4006:YPOS_REF_RD,FS2_BTS:BPM_D4006:PHASE_REF_RD,FS2_BTS:BPM_D4006:MAG_REF_RD,FS2_BTS:BPM_D4006:XPOS_DRDREF,FS2_BTS:BPM_D4006:YPOS_DRDREF,FS2_BTS:BPM_D4006:PHASE_DRDREF,FS2_BTS:BPM_D4006:MAG_RATIO
401.738465,FS2_BBS:BPM_D4019,FS2_BBS:BPM_D4019:XPOS_RD,FS2_BBS:BPM_D4019:YPOS_RD,FS2_BBS:BPM_D4019:PHASE_RD,FS2_BBS:BPM_D4019:MAG_RD,FS2_BBS:BPM_D4019:XPOS_REF_RD,FS2_BBS:BPM_D4019:YPOS_REF_RD,FS2_BBS:BPM_D4019:PHASE_REF_RD,FS2_BBS:BPM_D4019:MAG_REF_RD,FS2_BBS:BPM_D4019:XPOS_DRDREF,FS2_BBS:BPM_D4019:YPOS_DRDREF,FS2_BBS:BPM_D4019:PHASE_DRDREF,FS2_BBS:BPM_D4019:MAG_RATIO
405.141035,FS2_BBS:BPM_D4054,FS2_BBS:BPM_D4054:XPOS_RD,FS2_BBS:BPM_D4054:YPOS_RD,FS2_BBS:BPM_D4054:PHASE_RD,FS2_BBS:BPM_D4054:MAG_RD,FS2_BBS:BPM_D4054:XPOS_REF_RD,FS2_BBS:BPM_D4054:YPOS_REF_RD,FS2_BBS:BPM_D4054:PHASE_REF_RD,FS2_BBS:BPM_D4054:MAG_REF_RD,FS2_BBS:BPM_D4054:XPOS_DRDREF,FS2_BBS:BPM_D4054:YPOS_DRDREF,FS2_BBS:BPM_D4054:PHASE_DRDREF,FS2_BBS:BPM_D4054:MAG_RATIO
408.490489,FS2_BBS:BPM_D4087,FS2_BBS:BPM_D4087:XPOS_RD,FS2_BBS:BPM_D4087:YPOS_RD,FS2_BBS:BPM_D4087:PHASE_RD,FS2_BBS:BPM_D4087:MAG_RD,FS2_BBS:BPM_D4087:XPOS_REF_RD,FS2_BBS:BPM_D4087:YPOS_REF_RD,FS2_BBS:BPM_D4087:PHASE_REF_RD,FS2_BBS:BPM_D4087:MAG_REF_RD,FS2_BBS:BPM_D4087:XPOS_DRDREF,FS2_BBS:BPM_D4087:YPOS_DRDREF,FS2_BBS:BPM_D4087:PHASE_DRDREF,FS2_BBS:BPM_D4087:MAG_RATIO
414.22881,FS2_BMS:BPM_D4142,FS2_BMS:BPM_D4142:XPOS_RD,FS2_BMS:BPM_D4142:YPOS_RD,FS2_BMS:BPM_D4142:PHASE_RD,FS2_BMS:BPM_D4142:MAG_RD,FS2_BMS:BPM_D4142:XPOS_REF_RD,FS2_BMS:BPM_D4142:YPOS_REF_RD,FS2_BMS:BPM_D4142:PHASE_REF_RD,FS2_BMS:BPM_D4142:MAG_REF_RD,FS2_BMS:BPM_D4142:XPOS_DRDREF,FS2_BMS:BPM_D4142:YPOS_DRDREF,FS2_BMS:BPM_D4142:PHASE_DRDREF,FS2_BMS:BPM_D4142:MAG_RATIO
416.414269,FS2_BMS:BPM_D4164,FS2_BMS:BPM_D4164:XPOS_RD,FS2_BMS:BPM_D4164:YPOS_RD,FS2_BMS:BPM_D4164:PHASE_RD,FS2_BMS:BPM_D4164:MAG_RD,FS2_BMS:BPM_D4164:XPOS_REF_RD,FS2_BMS:BPM_D4164:YPOS_REF_RD,FS2_BMS:BPM_D4164:PHASE_REF_RD,FS2_BMS:BPM_D4164:MAG_REF_RD,FS2_BMS:BPM_D4164:XPOS_DRDREF,FS2_BMS:BPM_D4164:YPOS_DRDREF,FS2_BMS:BPM_D4164:PHASE_DRDREF,FS2_BMS:BPM_D4164:MAG_RATIO
417.676486,FS2_BMS:BPM_D4177,FS2_BMS:BPM_D4177:XPOS_RD,FS2_BMS:BPM_D4177:YPOS_RD,FS2_BMS:BPM_D4177:PHASE_RD,FS2_BMS:BPM_D4177:MAG_RD,FS2_BMS:BPM_D4177:XPOS_REF_RD,FS2_BMS:BPM_D4177:YPOS_REF_RD,FS2_BMS:BPM_D4177:PHASE_REF_RD,FS2_BMS:BPM_D4177:MAG_REF_RD,FS2_BMS:BPM_D4177:XPOS_DRDREF,FS2_BMS:BPM_D4177:YPOS_DRDREF,FS2_BMS:BPM_D4177:PHASE_DRDREF,FS2_BMS:BPM_D4177:MAG_RATIO
421.629004,FS2_BMS:BPM_D4216,FS2_BMS:BPM_D4216:XPOS_RD,FS2_BMS:BPM_D4216:YPOS_RD,FS2_BMS:BPM_D4216:PHASE_RD,FS2_BMS:BPM_D4216:MAG_RD,FS2_BMS:BPM_D4216:XPOS_REF_RD,FS2_BMS:BPM_D4216:YPOS_REF_RD,FS2_BMS:BPM_D4216:PHASE_REF_RD,FS2_BMS:BPM_D4216:MAG_REF_RD,FS2_BMS:BPM_D4216:XPOS_DRDREF,FS2_BMS:BPM_D4216:YPOS_DRDREF,FS2_BMS:BPM_D4216:PHASE_DRDREF,FS2_BMS:BPM_D4216:MAG_RATIO
428.303261,FS2_BMS:BPM_D4283,FS2_BMS:BPM_D4283:XPOS_RD,FS2_BMS:BPM_D4283:YPOS_RD,FS2_BMS:BPM_D4283:PHASE_RD,FS2_BMS:BPM_D4283:MAG_RD,FS2_BMS:BPM_D4283:XPOS_REF_RD,FS2_BMS:BPM_D4283:YPOS_REF_RD,FS2_BMS:BPM_D4283:PHASE_REF_RD,FS2_BMS:BPM_D4283:MAG_REF_RD,FS2_BMS:BPM_D4283:XPOS_DRDREF,FS2_BMS:BPM_D4283:YPOS_DRDREF,FS2_BMS:BPM_D4283:PHASE_DRDREF,FS2_BMS:BPM_D4283:MAG_RATIO
432.649613,FS2_BMS:BPM_D4326,FS2_BMS:BPM_D4326:XPOS_RD,FS2_BMS:BPM_D4326:YPOS_RD,FS2_BMS:BPM_D4326:PHASE_RD,FS2_BMS:BPM_D4326:MAG_RD,FS2_BMS:BPM_D4326:XPOS_REF_RD,FS2_BMS:BPM_D4326:YPOS_REF_RD,FS2_BMS:BPM_D4326:PHASE_REF_RD,FS2_BMS:BPM_D4326:MAG_REF_RD,FS2_BMS:BPM_D4326:XPOS_DRDREF,FS2_BMS:BPM_D4326:YPOS_DRDREF,FS2_BMS:BPM_D4326:PHASE_DRDREF,FS2_BMS:BPM_D4326:MAG_RATIO
438.852679,LS3_WD01:BPM_D4389,LS3_WD01:BPM_D4389:XPOS_RD,LS3_WD01:BPM_D4389:YPOS_RD,LS3_WD01:BPM_D4389:PHASE_RD,LS3_WD01:BPM_D4389:MAG_RD,LS3_WD01:BPM_D4389:XPOS_REF_RD,LS3_WD01:BPM_D4389:YPOS_REF_RD,LS3_WD01:BPM_D4389:PHASE_REF_RD,LS3_WD01:BPM_D4389:MAG_REF_RD,LS3_WD01:BPM_D4389:XPOS_DRDREF,LS3_WD01:BPM_D4389:YPOS_DRDREF,LS3_WD01:BPM_D4389:PHASE_DRDREF,LS3_WD01:BPM_D4389:MAG_RATIO
445.055745,LS3_WD02:BPM_D4451,LS3_WD02:BPM_D4451:XPOS_RD,LS3_WD02:BPM_D4451:YPOS_RD,LS3_WD02:BPM_D4451:PHASE_RD,LS3_WD02:BPM_D4451:MAG_RD,LS3_WD02:BPM_D4451:XPOS_REF_RD,LS3_WD02:BPM_D4451:YPOS_REF_RD,LS3_WD02:BPM_D4451:PHASE_REF_RD,LS3_WD02:BPM_D4451:MAG_REF_RD,LS3_WD02:BPM_D4451:XPOS_DRDREF,LS3_WD02:BPM_D4451:YPOS_DRDREF,LS3_WD02:BPM_D4451:PHASE_DRDREF,LS3_WD02:BPM_D4451:MAG_RATIO
451.258811,LS3_WD03:BPM_D4513,LS3_WD03:BPM_D4513:XPOS_RD,LS3_WD03:BPM_D4513:YPOS_RD,LS3_WD03:BPM_D4513:PHASE_RD,LS3_WD03:BPM_D4513:MAG_RD,LS3_WD03:BPM_D4513:XPOS_REF_RD,LS3_WD03:BPM_D4513:YPOS_REF_RD,LS3_WD03:BPM_D4513:PHASE_REF_RD,LS3_WD03:BPM_D4513:MAG_REF_RD,LS3_WD03:BPM_D4513:XPOS_DRDREF,LS3_WD03:BPM_D4513:YPOS_DRDREF,LS3_WD03:BPM_D4513:PHASE_DRDREF,LS3_WD03:BPM_D4513:MAG_RATIO
457.461877,LS3_WD04:BPM_D4575,LS3_WD04:BPM_D4575:XPOS_RD,LS3_WD04:BPM_D4575:YPOS_RD,LS3_WD04:BPM_D4575:PHASE_RD,LS3_WD04:BPM_D4575:MAG_RD,LS3_WD04:BPM_D4575:XPOS_REF_RD,LS3_WD04:BPM_D4575:YPOS_REF_RD,LS3_WD04:BPM_D4575:PHASE_REF_RD,LS3_WD04:BPM_D4575:MAG_REF_RD,LS3_WD04:BPM_D4575:XPOS_DRDREF,LS3_WD04:BPM_D4575:YPOS_DRDREF,LS3_WD04:BPM_D4575:PHASE_DRDREF,LS3_WD04:BPM_D4575:MAG_RATIO
463.664943,LS3_WD05:BPM_D4637,LS3_WD05:BPM_D4637:XPOS_RD,LS3_WD05:BPM_D4637:YPOS_RD,LS3_WD05:BPM_D4637:PHASE_RD,LS3_WD05:BPM_D4637:MAG_RD,LS3_WD05:BPM_D4637:XPOS_REF_RD,LS3_WD05:BPM_D4637:YPOS_REF_RD,LS3_WD05:BPM_D4637:PHASE_REF_RD,LS3_WD05:BPM_D4637:MAG_REF_RD,LS3_WD05:BPM_D4637:XPOS_DRDREF,LS3_WD05:BPM_D4637:YPOS_DRDREF,LS3_WD05:BPM_D4637:PHASE_DRDREF,LS3_WD05:BPM_D4637:MAG_RATIO
469.868009,LS3_WD06:BPM_D4699,LS3_WD06:BPM_D4699:XPOS_RD,LS3_WD06:BPM_D4699:YPOS_RD,LS3_WD06:BPM_D4699:PHASE_RD,LS3_WD06:BPM_D4699:MAG_RD,LS3_WD06:BPM_D4699:XPOS_REF_RD,LS3_WD06:BPM_D4699:YPOS_REF_RD,LS3_WD06:BPM_D4699:PHASE_REF_RD,LS3_WD06:BPM_D4699:MAG_REF_RD,LS3_WD06:BPM_D4699:XPOS_DRDREF,LS3_WD06:BPM_D4699:YPOS_DRDREF,LS3_WD06:BPM_D4699:PHASE_DRDREF,LS3_WD06:BPM_D4699:MAG_RATIO
