PV,elemIndex,elemPosition,elemLength,machine,elemName,elemHandle,elemField,elemType
V_1:FS1_CSS:PM_D2200:YRMS_RD,869,107.59378876,0.0,V_1,FS1_CSS:PM_D2200,readback,YRMS,PM
V_1:FS1_CSS:QV_D2202:GRAD_CSET,871,107.96113876,0.25,V_1,FS1_CSS:QV_D2202,setpoint,GRAD,QUAD
V_1:FS1_CSS:QV_D2202:GRAD_RSET,871,107.96113876,0.25,V_1,FS1_CSS:QV_D2202,readset,GRAD,QUAD
V_1:FS1_CSS:QV_D2202:GRAD_RD,871,107.96113876,0.25,V_1,FS1_CSS:QV_D2202,readback,GRAD,QUAD
V_1:FS1_CSS:DCH_D2210:ANG_CSET,877,108.61113876,0.0,V_1,FS1_CSS:DCH_D2210,setpoint,ANG,HCOR
V_1:FS1_CSS:DCH_D2210:ANG_RSET,877,108.61113876,0.0,V_1,FS1_CSS:DCH_D2210,readset,ANG,HCOR
V_1:FS1_CSS:DCH_D2210:ANG_RD,877,108.61113876,0.0,V_1,FS1_CSS:DCH_D2210,readback,ANG,HCOR
V_1:FS1_CSS:DCV_D2210:ANG_CSET,878,108.61113876,0.0,V_1,FS1_CSS:DCV_D2210,setpoint,ANG,VCOR
V_1:FS1_CSS:DCV_D2210:ANG_RSET,878,108.61113876,0.0,V_1,FS1_CSS:DCV_D2210,readset,ANG,VCOR
V_1:FS1_CSS:DCV_D2210:ANG_RD,878,108.61113876,0.0,V_1,FS1_CSS:DCV_D2210,readback,ANG,VCOR
V_1:FS1_CSS:BPM_D2212:X_RD,882,108.84863876,0.0,V_1,FS1_CSS:BPM_D2212,readback,X,BPM
V_1:FS1_CSS:BPM_D2212:Y_RD,882,108.84863876,0.0,V_1,FS1_CSS:BPM_D2212,readback,Y,BPM
V_1:FS1_CSS:BPM_D2212:PHA_RD,882,108.84863876,0.0,V_1,FS1_CSS:BPM_D2212,readback,PHA,BPM
V_1:FS1_CSS:BPM_D2212:ENG_RD,882,108.84863876,0.0,V_1,FS1_CSS:BPM_D2212,readback,ENG,BPM
V_1:FS1_CSS:QH_D2215:GRAD_CSET,885,109.21113876,0.25,V_1,FS1_CSS:QH_D2215,setpoint,GRAD,QUAD
V_1:FS1_CSS:QH_D2215:GRAD_RSET,885,109.21113876,0.25,V_1,FS1_CSS:QH_D2215,readset,GRAD,QUAD
V_1:FS1_CSS:QH_D2215:GRAD_RD,885,109.21113876,0.25,V_1,FS1_CSS:QH_D2215,readback,GRAD,QUAD
V_1:FS1_CSS:QV_D2220:GRAD_CSET,887,109.71113876,0.25,V_1,FS1_CSS:QV_D2220,setpoint,GRAD,QUAD
V_1:FS1_CSS:QV_D2220:GRAD_RSET,887,109.71113876,0.25,V_1,FS1_CSS:QV_D2220,readset,GRAD,QUAD
V_1:FS1_CSS:QV_D2220:GRAD_RD,887,109.71113876,0.25,V_1,FS1_CSS:QV_D2220,readback,GRAD,QUAD
V_1:FS1_CSS:BPM_D2224:X_RD,891,110.02213876,0.0,V_1,FS1_CSS:BPM_D2224,readback,X,BPM
V_1:FS1_CSS:BPM_D2224:Y_RD,891,110.02213876,0.0,V_1,FS1_CSS:BPM_D2224,readback,Y,BPM
V_1:FS1_CSS:BPM_D2224:PHA_RD,891,110.02213876,0.0,V_1,FS1_CSS:BPM_D2224,readback,PHA,BPM
V_1:FS1_CSS:BPM_D2224:ENG_RD,891,110.02213876,0.0,V_1,FS1_CSS:BPM_D2224,readback,ENG,BPM
V_1:FS1_CSS:PM_D2225:X_RD,893,110.09613876,0.0,V_1,FS1_CSS:PM_D2225,readback,X,PM
V_1:FS1_CSS:PM_D2225:Y_RD,893,110.09613876,0.0,V_1,FS1_CSS:PM_D2225,readback,Y,PM
V_1:FS1_CSS:PM_D2225:XRMS_RD,893,110.09613876,0.0,V_1,FS1_CSS:PM_D2225,readback,XRMS,PM
V_1:FS1_CSS:PM_D2225:YRMS_RD,893,110.09613876,0.0,V_1,FS1_CSS:PM_D2225,readback,YRMS,PM
V_1:FS1_CSS:BPM_D2248:X_RD,903,112.40213876,0.0,V_1,FS1_CSS:BPM_D2248,readback,X,BPM
V_1:FS1_CSS:BPM_D2248:Y_RD,903,112.40213876,0.0,V_1,FS1_CSS:BPM_D2248,readback,Y,BPM
V_1:FS1_CSS:BPM_D2248:PHA_RD,903,112.40213876,0.0,V_1,FS1_CSS:BPM_D2248,readback,PHA,BPM
V_1:FS1_CSS:BPM_D2248:ENG_RD,903,112.40213876,0.0,V_1,FS1_CSS:BPM_D2248,readback,ENG,BPM
V_1:FS1_CSS:PM_D2248:X_RD,905,112.47613876,0.0,V_1,FS1_CSS:PM_D2248,readback,X,PM
V_1:FS1_CSS:PM_D2248:Y_RD,905,112.47613876,0.0,V_1,FS1_CSS:PM_D2248,readback,Y,PM
V_1:FS1_CSS:PM_D2248:XRMS_RD,905,112.47613876,0.0,V_1,FS1_CSS:PM_D2248,readback,XRMS,PM
V_1:FS1_CSS:PM_D2248:YRMS_RD,905,112.47613876,0.0,V_1,FS1_CSS:PM_D2248,readback,YRMS,PM
V_1:FS1_CSS:QV_D2254:GRAD_CSET,911,113.11113876,0.25,V_1,FS1_CSS:QV_D2254,setpoint,GRAD,QUAD
V_1:FS1_CSS:QV_D2254:GRAD_RSET,911,113.11113876,0.25,V_1,FS1_CSS:QV_D2254,readset,GRAD,QUAD
V_1:FS1_CSS:QV_D2254:GRAD_RD,911,113.11113876,0.25,V_1,FS1_CSS:QV_D2254,readback,GRAD,QUAD
V_1:FS1_CSS:DCH_D2257:ANG_CSET,914,113.31113876,0.0,V_1,FS1_CSS:DCH_D2257,setpoint,ANG,HCOR
V_1:FS1_CSS:DCH_D2257:ANG_RSET,914,113.31113876,0.0,V_1,FS1_CSS:DCH_D2257,readset,ANG,HCOR
V_1:FS1_CSS:DCH_D2257:ANG_RD,914,113.31113876,0.0,V_1,FS1_CSS:DCH_D2257,readback,ANG,HCOR
V_1:FS1_CSS:DCV_D2257:ANG_CSET,915,113.31113876,0.0,V_1,FS1_CSS:DCV_D2257,setpoint,ANG,VCOR
V_1:FS1_CSS:DCV_D2257:ANG_RSET,915,113.31113876,0.0,V_1,FS1_CSS:DCV_D2257,readset,ANG,VCOR
V_1:FS1_CSS:DCV_D2257:ANG_RD,915,113.31113876,0.0,V_1,FS1_CSS:DCV_D2257,readback,ANG,VCOR
V_1:FS1_CSS:QH_D2260:GRAD_CSET,918,113.76113876,0.25,V_1,FS1_CSS:QH_D2260,setpoint,GRAD,QUAD
V_1:FS1_CSS:QH_D2260:GRAD_RSET,918,113.76113876,0.25,V_1,FS1_CSS:QH_D2260,readset,GRAD,QUAD
V_1:FS1_CSS:QH_D2260:GRAD_RD,918,113.76113876,0.25,V_1,FS1_CSS:QH_D2260,readback,GRAD,QUAD
V_1:FS1_CSS:QV_D2272:GRAD_CSET,927,114.96113876,0.25,V_1,FS1_CSS:QV_D2272,setpoint,GRAD,QUAD
V_1:FS1_CSS:QV_D2272:GRAD_RSET,927,114.96113876,0.25,V_1,FS1_CSS:QV_D2272,readset,GRAD,QUAD
V_1:FS1_CSS:QV_D2272:GRAD_RD,927,114.96113876,0.25,V_1,FS1_CSS:QV_D2272,readback,GRAD,QUAD
V_1:FS1_CSS:DCH_D2275:ANG_CSET,930,115.14898876,0.0,V_1,FS1_CSS:DCH_D2275,setpoint,ANG,HCOR
V_1:FS1_CSS:DCH_D2275:ANG_RSET,930,115.14898876,0.0,V_1,FS1_CSS:DCH_D2275,readset,ANG,HCOR
V_1:FS1_CSS:DCH_D2275:ANG_RD,930,115.14898876,0.0,V_1,FS1_CSS:DCH_D2275,readback,ANG,HCOR
V_1:FS1_CSS:DCV_D2275:ANG_CSET,931,115.14898876,0.0,V_1,FS1_CSS:DCV_D2275,setpoint,ANG,VCOR
V_1:FS1_CSS:DCV_D2275:ANG_RSET,931,115.14898876,0.0,V_1,FS1_CSS:DCV_D2275,readset,ANG,VCOR
V_1:FS1_CSS:DCV_D2275:ANG_RD,931,115.14898876,0.0,V_1,FS1_CSS:DCV_D2275,readback,ANG,VCOR
V_1:FS1_CSS:BPM_D2278:X_RD,935,115.38648876,0.0,V_1,FS1_CSS:BPM_D2278,readback,X,BPM
V_1:FS1_CSS:BPM_D2278:Y_RD,935,115.38648876,0.0,V_1,FS1_CSS:BPM_D2278,readback,Y,BPM
V_1:FS1_CSS:BPM_D2278:PHA_RD,935,115.38648876,0.0,V_1,FS1_CSS:BPM_D2278,readback,PHA,BPM
V_1:FS1_CSS:BPM_D2278:ENG_RD,935,115.38648876,0.0,V_1,FS1_CSS:BPM_D2278,readback,ENG,BPM
V_1:FS1_CSS:QH_D2280:GRAD_CSET,938,115.74898876,0.25,V_1,FS1_CSS:QH_D2280,setpoint,GRAD,QUAD
V_1:FS1_CSS:QH_D2280:GRAD_RSET,938,115.74898876,0.25,V_1,FS1_CSS:QH_D2280,readset,GRAD,QUAD
V_1:FS1_CSS:QH_D2280:GRAD_RD,938,115.74898876,0.25,V_1,FS1_CSS:QH_D2280,readback,GRAD,QUAD
V_1:FS1_CSS:DH_D2293:B_CSET,943,116.80398876,0.06,V_1,FS1_CSS:DH_D2293,setpoint,B,BEND
V_1:FS1_CSS:DH_D2293:B_RSET,943,116.80398876,0.06,V_1,FS1_CSS:DH_D2293,readset,B,BEND
V_1:FS1_CSS:DH_D2293:B_RD,943,116.80398876,0.06,V_1,FS1_CSS:DH_D2293,readback,B,BEND
V_1:FS1_CSS:DH_D2293:B_CSET,944,116.86398876,0.06,V_1,FS1_CSS:DH_D2293,setpoint,B,BEND
V_1:FS1_CSS:DH_D2293:B_RSET,944,116.86398876,0.06,V_1,FS1_CSS:DH_D2293,readset,B,BEND
V_1:FS1_CSS:DH_D2293:B_RD,944,116.86398876,0.06,V_1,FS1_CSS:DH_D2293,readback,B,BEND
V_1:FS1_CSS:DH_D2293:B_CSET,945,116.92398876,0.06,V_1,FS1_CSS:DH_D2293,setpoint,B,BEND
V_1:FS1_CSS:DH_D2293:B_RSET,945,116.92398876,0.06,V_1,FS1_CSS:DH_D2293,readset,B,BEND
V_1:FS1_CSS:DH_D2293:B_RD,945,116.92398876,0.06,V_1,FS1_CSS:DH_D2293,readback,B,BEND
V_1:FS1_CSS:DH_D2293:B_CSET,946,116.98398876,0.06,V_1,FS1_CSS:DH_D2293,setpoint,B,BEND
V_1:FS1_CSS:DH_D2293:B_RSET,946,116.98398876,0.06,V_1,FS1_CSS:DH_D2293,readset,B,BEND
V_1:FS1_CSS:DH_D2293:B_RD,946,116.98398876,0.06,V_1,FS1_CSS:DH_D2293,readback,B,BEND
V_1:FS1_CSS:DH_D2293:B_CSET,947,116.80398876,0.06,V_1,FS1_CSS:DH_D2293,setpoint,B,BEND
V_1:FS1_CSS:DH_D2293:B_RSET,947,116.80398876,0.06,V_1,FS1_CSS:DH_D2293,readset,B,BEND
V_1:FS1_CSS:DH_D2293:B_RD,947,116.80398876,0.06,V_1,FS1_CSS:DH_D2293,readback,B,BEND
V_1:FS1_CSS:DH_D2298:B_CSET,949,117.35398876,0.06,V_1,FS1_CSS:DH_D2298,setpoint,B,BEND
V_1:FS1_CSS:DH_D2298:B_RSET,949,117.35398876,0.06,V_1,FS1_CSS:DH_D2298,readset,B,BEND
V_1:FS1_CSS:DH_D2298:B_RD,949,117.35398876,0.06,V_1,FS1_CSS:DH_D2298,readback,B,BEND
V_1:FS1_CSS:DH_D2298:B_CSET,950,117.41398876,0.06,V_1,FS1_CSS:DH_D2298,setpoint,B,BEND
V_1:FS1_CSS:DH_D2298:B_RSET,950,117.41398876,0.06,V_1,FS1_CSS:DH_D2298,readset,B,BEND
V_1:FS1_CSS:DH_D2298:B_RD,950,117.41398876,0.06,V_1,FS1_CSS:DH_D2298,readback,B,BEND
V_1:FS1_CSS:DH_D2298:B_CSET,951,117.47398876,0.06,V_1,FS1_CSS:DH_D2298,setpoint,B,BEND
V_1:FS1_CSS:DH_D2298:B_RSET,951,117.47398876,0.06,V_1,FS1_CSS:DH_D2298,readset,B,BEND
V_1:FS1_CSS:DH_D2298:B_RD,951,117.47398876,0.06,V_1,FS1_CSS:DH_D2298,readback,B,BEND
V_1:FS1_CSS:DH_D2298:B_CSET,952,117.53398876,0.06,V_1,FS1_CSS:DH_D2298,setpoint,B,BEND
V_1:FS1_CSS:DH_D2298:B_RSET,952,117.53398876,0.06,V_1,FS1_CSS:DH_D2298,readset,B,BEND
V_1:FS1_CSS:DH_D2298:B_RD,952,117.53398876,0.06,V_1,FS1_CSS:DH_D2298,readback,B,BEND
V_1:FS1_CSS:DH_D2298:B_CSET,953,117.35398876,0.06,V_1,FS1_CSS:DH_D2298,setpoint,B,BEND
V_1:FS1_CSS:DH_D2298:B_RSET,953,117.35398876,0.06,V_1,FS1_CSS:DH_D2298,readset,B,BEND
V_1:FS1_CSS:DH_D2298:B_RD,953,117.35398876,0.06,V_1,FS1_CSS:DH_D2298,readback,B,BEND
V_1:FS1_CSS:DH_D2305:B_CSET,956,118.00398876,0.06,V_1,FS1_CSS:DH_D2305,setpoint,B,BEND
V_1:FS1_CSS:DH_D2305:B_RSET,956,118.00398876,0.06,V_1,FS1_CSS:DH_D2305,readset,B,BEND
V_1:FS1_CSS:DH_D2305:B_RD,956,118.00398876,0.06,V_1,FS1_CSS:DH_D2305,readback,B,BEND
V_1:FS1_CSS:DH_D2305:B_CSET,957,118.06398876,0.06,V_1,FS1_CSS:DH_D2305,setpoint,B,BEND
V_1:FS1_CSS:DH_D2305:B_RSET,957,118.06398876,0.06,V_1,FS1_CSS:DH_D2305,readset,B,BEND
V_1:FS1_CSS:DH_D2305:B_RD,957,118.06398876,0.06,V_1,FS1_CSS:DH_D2305,readback,B,BEND
V_1:FS1_CSS:DH_D2305:B_CSET,958,118.12398876,0.06,V_1,FS1_CSS:DH_D2305,setpoint,B,BEND
V_1:FS1_CSS:DH_D2305:B_RSET,958,118.12398876,0.06,V_1,FS1_CSS:DH_D2305,readset,B,BEND
V_1:FS1_CSS:DH_D2305:B_RD,958,118.12398876,0.06,V_1,FS1_CSS:DH_D2305,readback,B,BEND
V_1:FS1_CSS:DH_D2305:B_CSET,959,118.18398876,0.06,V_1,FS1_CSS:DH_D2305,setpoint,B,BEND
V_1:FS1_CSS:DH_D2305:B_RSET,959,118.18398876,0.06,V_1,FS1_CSS:DH_D2305,readset,B,BEND
V_1:FS1_CSS:DH_D2305:B_RD,959,118.18398876,0.06,V_1,FS1_CSS:DH_D2305,readback,B,BEND
V_1:FS1_CSS:DH_D2305:B_CSET,960,118.00398876,0.06,V_1,FS1_CSS:DH_D2305,setpoint,B,BEND
V_1:FS1_CSS:DH_D2305:B_RSET,960,118.00398876,0.06,V_1,FS1_CSS:DH_D2305,readset,B,BEND
V_1:FS1_CSS:DH_D2305:B_RD,960,118.00398876,0.06,V_1,FS1_CSS:DH_D2305,readback,B,BEND
V_1:FS1_CSS:DH_D2310:B_CSET,962,118.55398876,0.06,V_1,FS1_CSS:DH_D2310,setpoint,B,BEND
V_1:FS1_CSS:DH_D2310:B_RSET,962,118.55398876,0.06,V_1,FS1_CSS:DH_D2310,readset,B,BEND
V_1:FS1_CSS:DH_D2310:B_RD,962,118.55398876,0.06,V_1,FS1_CSS:DH_D2310,readback,B,BEND
V_1:FS1_CSS:DH_D2310:B_CSET,963,118.61398876,0.06,V_1,FS1_CSS:DH_D2310,setpoint,B,BEND
V_1:FS1_CSS:DH_D2310:B_RSET,963,118.61398876,0.06,V_1,FS1_CSS:DH_D2310,readset,B,BEND
V_1:FS1_CSS:DH_D2310:B_RD,963,118.61398876,0.06,V_1,FS1_CSS:DH_D2310,readback,B,BEND
V_1:FS1_CSS:DH_D2310:B_CSET,964,118.67398876,0.06,V_1,FS1_CSS:DH_D2310,setpoint,B,BEND
V_1:FS1_CSS:DH_D2310:B_RSET,964,118.67398876,0.06,V_1,FS1_CSS:DH_D2310,readset,B,BEND
V_1:FS1_CSS:DH_D2310:B_RD,964,118.67398876,0.06,V_1,FS1_CSS:DH_D2310,readback,B,BEND
V_1:FS1_CSS:DH_D2310:B_CSET,965,118.73398876,0.06,V_1,FS1_CSS:DH_D2310,setpoint,B,BEND
V_1:FS1_CSS:DH_D2310:B_RSET,965,118.73398876,0.06,V_1,FS1_CSS:DH_D2310,readset,B,BEND
V_1:FS1_CSS:DH_D2310:B_RD,965,118.73398876,0.06,V_1,FS1_CSS:DH_D2310,readback,B,BEND
V_1:FS1_CSS:DH_D2310:B_CSET,966,118.55398876,0.06,V_1,FS1_CSS:DH_D2310,setpoint,B,BEND
V_1:FS1_CSS:DH_D2310:B_RSET,966,118.55398876,0.06,V_1,FS1_CSS:DH_D2310,readset,B,BEND
V_1:FS1_CSS:DH_D2310:B_RD,966,118.55398876,0.06,V_1,FS1_CSS:DH_D2310,readback,B,BEND
V_1:FS1_CSS:BPM_D2313:X_RD,969,118.92551876,0.0,V_1,FS1_CSS:BPM_D2313,readback,X,BPM
V_1:FS1_CSS:BPM_D2313:Y_RD,969,118.92551876,0.0,V_1,FS1_CSS:BPM_D2313,readback,Y,BPM
V_1:FS1_CSS:BPM_D2313:PHA_RD,969,118.92551876,0.0,V_1,FS1_CSS:BPM_D2313,readback,PHA,BPM
V_1:FS1_CSS:BPM_D2313:ENG_RD,969,118.92551876,0.0,V_1,FS1_CSS:BPM_D2313,readback,ENG,BPM
V_1:FS1_CSS:PM_D2314:X_RD,971,118.99951876,0.0,V_1,FS1_CSS:PM_D2314,readback,X,PM
V_1:FS1_CSS:PM_D2314:Y_RD,971,118.99951876,0.0,V_1,FS1_CSS:PM_D2314,readback,Y,PM
V_1:FS1_CSS:PM_D2314:XRMS_RD,971,118.99951876,0.0,V_1,FS1_CSS:PM_D2314,readback,XRMS,PM
V_1:FS1_CSS:PM_D2314:YRMS_RD,971,118.99951876,0.0,V_1,FS1_CSS:PM_D2314,readback,YRMS,PM
V_1:FS1_CH03:CAV1_D2321:PHA_CSET,980,119.87328926,0.3,V_1,FS1_CH03:CAV1_D2321,setpoint,PHA,CAV
V_1:FS1_CH03:CAV1_D2321:PHA_RSET,980,119.87328926,0.3,V_1,FS1_CH03:CAV1_D2321,readset,PHA,CAV
V_1:FS1_CH03:CAV1_D2321:PHA_RD,980,119.87328926,0.3,V_1,FS1_CH03:CAV1_D2321,readback,PHA,CAV
V_1:FS1_CH03:CAV1_D2321:AMPL_CSET,980,119.87328926,0.3,V_1,FS1_CH03:CAV1_D2321,setpoint,AMP,CAV
V_1:FS1_CH03:CAV1_D2321:AMPL_RSET,980,119.87328926,0.3,V_1,FS1_CH03:CAV1_D2321,readset,AMP,CAV
V_1:FS1_CH03:CAV1_D2321:AMPL_RD,980,119.87328926,0.3,V_1,FS1_CH03:CAV1_D2321,readback,AMP,CAV
V_1:FS1_CH03:CAV2_D2325:PHA_CSET,982,120.27097726,0.3,V_1,FS1_CH03:CAV2_D2325,setpoint,PHA,CAV
V_1:FS1_CH03:CAV2_D2325:PHA_RSET,982,120.27097726,0.3,V_1,FS1_CH03:CAV2_D2325,readset,PHA,CAV
V_1:FS1_CH03:CAV2_D2325:PHA_RD,982,120.27097726,0.3,V_1,FS1_CH03:CAV2_D2325,readback,PHA,CAV
V_1:FS1_CH03:CAV2_D2325:AMPL_CSET,982,120.27097726,0.3,V_1,FS1_CH03:CAV2_D2325,setpoint,AMP,CAV
V_1:FS1_CH03:CAV2_D2325:AMPL_RSET,982,120.27097726,0.3,V_1,FS1_CH03:CAV2_D2325,readset,AMP,CAV
V_1:FS1_CH03:CAV2_D2325:AMPL_RD,982,120.27097726,0.3,V_1,FS1_CH03:CAV2_D2325,readback,AMP,CAV
V_1:FS1_CH03:CAV3_D2332:PHA_CSET,986,120.96616726,0.3,V_1,FS1_CH03:CAV3_D2332,setpoint,PHA,CAV
V_1:FS1_CH03:CAV3_D2332:PHA_RSET,986,120.96616726,0.3,V_1,FS1_CH03:CAV3_D2332,readset,PHA,CAV
V_1:FS1_CH03:CAV3_D2332:PHA_RD,986,120.96616726,0.3,V_1,FS1_CH03:CAV3_D2332,readback,PHA,CAV
V_1:FS1_CH03:CAV3_D2332:AMPL_CSET,986,120.96616726,0.3,V_1,FS1_CH03:CAV3_D2332,setpoint,AMP,CAV
V_1:FS1_CH03:CAV3_D2332:AMPL_RSET,986,120.96616726,0.3,V_1,FS1_CH03:CAV3_D2332,readset,AMP,CAV
V_1:FS1_CH03:CAV3_D2332:AMPL_RD,986,120.96616726,0.3,V_1,FS1_CH03:CAV3_D2332,readback,AMP,CAV
V_1:FS1_CH03:CAV4_D2336:PHA_CSET,988,121.36385526,0.3,V_1,FS1_CH03:CAV4_D2336,setpoint,PHA,CAV
V_1:FS1_CH03:CAV4_D2336:PHA_RSET,988,121.36385526,0.3,V_1,FS1_CH03:CAV4_D2336,readset,PHA,CAV
V_1:FS1_CH03:CAV4_D2336:PHA_RD,988,121.36385526,0.3,V_1,FS1_CH03:CAV4_D2336,readback,PHA,CAV
V_1:FS1_CH03:CAV4_D2336:AMPL_CSET,988,121.36385526,0.3,V_1,FS1_CH03:CAV4_D2336,setpoint,AMP,CAV
V_1:FS1_CH03:CAV4_D2336:AMPL_RSET,988,121.36385526,0.3,V_1,FS1_CH03:CAV4_D2336,readset,AMP,CAV
V_1:FS1_CH03:CAV4_D2336:AMPL_RD,988,121.36385526,0.3,V_1,FS1_CH03:CAV4_D2336,readback,AMP,CAV
V_1:FS1_CSS:DCH_D2351:ANG_CSET,1004,122.72628576,0.0,V_1,FS1_CSS:DCH_D2351,setpoint,ANG,HCOR
V_1:FS1_CSS:DCH_D2351:ANG_RSET,1004,122.72628576,0.0,V_1,FS1_CSS:DCH_D2351,readset,ANG,HCOR
V_1:FS1_CSS:DCH_D2351:ANG_RD,1004,122.72628576,0.0,V_1,FS1_CSS:DCH_D2351,readback,ANG,HCOR
V_1:FS1_CSS:DCV_D2351:ANG_CSET,1005,122.72628576,0.0,V_1,FS1_CSS:DCV_D2351,setpoint,ANG,VCOR
V_1:FS1_CSS:DCV_D2351:ANG_RSET,1005,122.72628576,0.0,V_1,FS1_CSS:DCV_D2351,readset,ANG,VCOR
V_1:FS1_CSS:DCV_D2351:ANG_RD,1005,122.72628576,0.0,V_1,FS1_CSS:DCV_D2351,readback,ANG,VCOR
V_1:FS1_CSS:QH_D2356:GRAD_CSET,1008,123.32628576,0.25,V_1,FS1_CSS:QH_D2356,setpoint,GRAD,QUAD
V_1:FS1_CSS:QH_D2356:GRAD_RSET,1008,123.32628576,0.25,V_1,FS1_CSS:QH_D2356,readset,GRAD,QUAD
V_1:FS1_CSS:QH_D2356:GRAD_RD,1008,123.32628576,0.25,V_1,FS1_CSS:QH_D2356,readback,GRAD,QUAD
V_1:FS1_CSS:QH_D2362:GRAD_CSET,1014,123.95128576,0.25,V_1,FS1_CSS:QH_D2362,setpoint,GRAD,QUAD
V_1:FS1_CSS:QH_D2362:GRAD_RSET,1014,123.95128576,0.25,V_1,FS1_CSS:QH_D2362,readset,GRAD,QUAD
V_1:FS1_CSS:QH_D2362:GRAD_RD,1014,123.95128576,0.25,V_1,FS1_CSS:QH_D2362,readback,GRAD,QUAD
V_1:FS1_CSS:DCH_D2367:ANG_CSET,1017,124.35128576,0.0,V_1,FS1_CSS:DCH_D2367,setpoint,ANG,HCOR
V_1:FS1_CSS:DCH_D2367:ANG_RSET,1017,124.35128576,0.0,V_1,FS1_CSS:DCH_D2367,readset,ANG,HCOR
V_1:FS1_CSS:DCH_D2367:ANG_RD,1017,124.35128576,0.0,V_1,FS1_CSS:DCH_D2367,readback,ANG,HCOR
V_1:FS1_CSS:DCV_D2367:ANG_CSET,1018,124.35128576,0.0,V_1,FS1_CSS:DCV_D2367,setpoint,ANG,VCOR
V_1:FS1_CSS:DCV_D2367:ANG_RSET,1018,124.35128576,0.0,V_1,FS1_CSS:DCV_D2367,readset,ANG,VCOR
V_1:FS1_CSS:DCV_D2367:ANG_RD,1018,124.35128576,0.0,V_1,FS1_CSS:DCV_D2367,readback,ANG,VCOR
V_1:FS1_CSS:BPM_D2370:X_RD,1022,124.58878576,0.0,V_1,FS1_CSS:BPM_D2370,readback,X,BPM
V_1:FS1_CSS:BPM_D2370:Y_RD,1022,124.58878576,0.0,V_1,FS1_CSS:BPM_D2370,readback,Y,BPM
V_1:FS1_CSS:BPM_D2370:PHA_RD,1022,124.58878576,0.0,V_1,FS1_CSS:BPM_D2370,readback,PHA,BPM
V_1:FS1_CSS:BPM_D2370:ENG_RD,1022,124.58878576,0.0,V_1,FS1_CSS:BPM_D2370,readback,ENG,BPM
V_1:FS1_CSS:QV_D2372:GRAD_CSET,1025,124.95128576,0.25,V_1,FS1_CSS:QV_D2372,setpoint,GRAD,QUAD
V_1:FS1_CSS:QV_D2372:GRAD_RSET,1025,124.95128576,0.25,V_1,FS1_CSS:QV_D2372,readset,GRAD,QUAD
V_1:FS1_CSS:QV_D2372:GRAD_RD,1025,124.95128576,0.25,V_1,FS1_CSS:QV_D2372,readback,GRAD,QUAD
V_1:FS1_CSS:QH_D2377:GRAD_CSET,1027,125.45128576,0.25,V_1,FS1_CSS:QH_D2377,setpoint,GRAD,QUAD
V_1:FS1_CSS:QH_D2377:GRAD_RSET,1027,125.45128576,0.25,V_1,FS1_CSS:QH_D2377,readset,GRAD,QUAD
V_1:FS1_CSS:QH_D2377:GRAD_RD,1027,125.45128576,0.25,V_1,FS1_CSS:QH_D2377,readback,GRAD,QUAD
V_1:FS1_CSS:DCH_D2381:ANG_CSET,1030,125.69628576,0.0,V_1,FS1_CSS:DCH_D2381,setpoint,ANG,HCOR
V_1:FS1_CSS:DCH_D2381:ANG_RSET,1030,125.69628576,0.0,V_1,FS1_CSS:DCH_D2381,readset,ANG,HCOR
V_1:FS1_CSS:DCH_D2381:ANG_RD,1030,125.69628576,0.0,V_1,FS1_CSS:DCH_D2381,readback,ANG,HCOR
V_1:FS1_CSS:DCV_D2381:ANG_CSET,1031,125.69628576,0.0,V_1,FS1_CSS:DCV_D2381,setpoint,ANG,VCOR
V_1:FS1_CSS:DCV_D2381:ANG_RSET,1031,125.69628576,0.0,V_1,FS1_CSS:DCV_D2381,readset,ANG,VCOR
V_1:FS1_CSS:DCV_D2381:ANG_RD,1031,125.69628576,0.0,V_1,FS1_CSS:DCV_D2381,readback,ANG,VCOR
V_1:FS1_CSS:BPM_D2384:X_RD,1035,126.00494076,0.0,V_1,FS1_CSS:BPM_D2384,readback,X,BPM
V_1:FS1_CSS:BPM_D2384:Y_RD,1035,126.00494076,0.0,V_1,FS1_CSS:BPM_D2384,readback,Y,BPM
V_1:FS1_CSS:BPM_D2384:PHA_RD,1035,126.00494076,0.0,V_1,FS1_CSS:BPM_D2384,readback,PHA,BPM
V_1:FS1_CSS:BPM_D2384:ENG_RD,1035,126.00494076,0.0,V_1,FS1_CSS:BPM_D2384,readback,ENG,BPM
V_1:FS1_CSS:PM_D2385:X_RD,1037,126.07894076,0.0,V_1,FS1_CSS:PM_D2385,readback,X,PM
V_1:FS1_CSS:PM_D2385:Y_RD,1037,126.07894076,0.0,V_1,FS1_CSS:PM_D2385,readback,Y,PM
V_1:FS1_CSS:PM_D2385:XRMS_RD,1037,126.07894076,0.0,V_1,FS1_CSS:PM_D2385,readback,XRMS,PM
V_1:FS1_CSS:PM_D2385:YRMS_RD,1037,126.07894076,0.0,V_1,FS1_CSS:PM_D2385,readback,YRMS,PM
V_1:FS1_BBS:DH_D2394:B_CSET,1044,126.590246017,0.10406525665,V_1,FS1_BBS:DH_D2394,setpoint,B,BEND
V_1:FS1_BBS:DH_D2394:B_RSET,1044,126.590246017,0.10406525665,V_1,FS1_BBS:DH_D2394,readset,B,BEND
