2017-02-06 12:02:20 [ model ] set LS1_CB04:DCH_D1446:ANG             with    -7.187441e-08 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB04:DCV_D1446:ANG             with     2.624369e-04 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV5_D1452:PHA            with    -2.100000e+01 which was    -2.100000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV5_D1452:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV5_D1452:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV6_D1456:PHA            with    -2.100000e+01 which was    -2.100000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV6_D1456:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV6_D1456:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV7_D1460:PHA            with    -2.100000e+01 which was    -2.100000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV7_D1460:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV7_D1460:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB04:SOL3_D1466:B              with     6.730000e+00 which was     6.730000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB04:DCH_D1466:ANG             with     1.804899e-05 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB04:DCV_D1466:ANG             with     2.486467e-04 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV8_D1472:PHA            with    -4.000000e+01 which was    -4.000000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV8_D1472:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB04:CAV8_D1472:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV1_D1484:PHA            with    -4.000000e+01 which was    -4.000000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV1_D1484:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV1_D1484:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB05:SOL1_D1490:B              with     6.750000e+00 which was     6.750000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:DCH_D1490:ANG             with     8.925001e-06 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:DCV_D1490:ANG             with     2.073782e-04 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV2_D1496:PHA            with    -2.100000e+01 which was    -2.100000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV2_D1496:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV2_D1496:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV3_D1500:PHA            with    -2.100000e+01 which was    -2.100000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV3_D1500:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV3_D1500:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV4_D1504:PHA            with    -2.100000e+01 which was    -2.100000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV4_D1504:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV4_D1504:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB05:SOL2_D1510:B              with     6.100000e+00 which was     6.100000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:DCH_D1510:ANG             with     2.860289e-05 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:DCV_D1510:ANG             with     2.045334e-04 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV5_D1516:PHA            with    -2.100000e+01 which was    -2.100000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV5_D1516:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV5_D1516:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV6_D1520:PHA            with    -2.100000e+01 which was    -2.100000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV6_D1520:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV6_D1520:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV7_D1524:PHA            with    -2.100000e+01 which was    -2.100000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV7_D1524:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV7_D1524:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB05:SOL3_D1530:B              with     7.330000e+00 which was     7.330000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:DCH_D1530:ANG             with     5.112796e-05 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:DCV_D1530:ANG             with     1.821876e-04 which was     0.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV8_D1536:PHA            with    -4.000000e+01 which was    -4.000000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV8_D1536:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB05:CAV8_D1536:FREQ           with     8.050000e+07 which was     8.050000e+07
2017-02-06 12:02:20 [ model ] set LS1_CB06:CAV1_D1548:PHA            with    -4.000000e+01 which was    -4.000000e+01
2017-02-06 12:02:20 [ model ] set LS1_CB06:CAV1_D1548:AMP            with     1.000000e+00 which was     1.000000e+00
2017-02-06 12:02:20 [ model ] set LS1_CB06:CAV1_D1548:FREQ           with     8.050000e+07 which was     8.050000e+07
