PV,elemField,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine
V2:LS1_CA02:CAV3_D1176:AMPL_RD,AMP,readback,46,0.24,LS1_CA02:CAV3_D1176,5.37946502,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:BPM_D1178:X_RD,X,readback,49,0.0,LS1_CA02:BPM_D1178,5.44372836,BPM,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:BPM_D1178:Y_RD,Y,readback,49,0.0,LS1_CA02:BPM_D1178,5.44372836,BPM,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:BPM_D1178:PHA_RD,PHA,readback,49,0.0,LS1_CA02:BPM_D1178,5.44372836,BPM,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:BPM_D1178:ENG_RD,ENG,readback,49,0.0,LS1_CA02:BPM_D1178,5.44372836,BPM,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:SOL2_D1180:B_CSET,B,setpoint,52,0.2,LS1_CA02:SOL2_D1180,5.77573186,SOL,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:SOL2_D1180:B_RSET,B,readset,52,0.2,LS1_CA02:SOL2_D1180,5.77573186,SOL,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:SOL2_D1180:B_RD,B,readback,52,0.2,LS1_CA02:SOL2_D1180,5.77573186,SOL,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:DCH_D1180:ANG_CSET,ANG,setpoint,52,0.0,LS1_CA02:DCH_D1180,5.67573186,HCOR,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:DCH_D1180:ANG_RSET,ANG,readset,52,0.0,LS1_CA02:DCH_D1180,5.67573186,HCOR,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:DCH_D1180:ANG_RD,ANG,readback,52,0.0,LS1_CA02:DCH_D1180,5.67573186,HCOR,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:DCV_D1180:ANG_CSET,ANG,setpoint,52,0.0,LS1_CA02:DCV_D1180,5.67573186,VCOR,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
V2:LS1_CA02:DCV_D1180:ANG_RSET,ANG,readset,52,0.0,LS1_CA02:DCV_D1180,5.67573186,VCOR,V2,phyutil.sys.LS1,phyutil.sub.CA02,T_A,T_B
