PV,elemField,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType
FE_LEBT:QE_D0767:V_CSET,V,setpoint,35,0.2,FE_LEBT:QVE_D0767,6.075,EQUAD,LIVE,ES_quad_Y,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0767:V_RSET,V,readset,35,0.2,FE_LEBT:QVE_D0767,6.075,EQUAD,LIVE,ES_quad_Y,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0767:V_RD,V,readback,35,0.2,FE_LEBT:QVE_D0767,6.075,EQUAD,LIVE,ES_quad_Y,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0770:V_CSET,V,setpoint,37,0.2,FE_LEBT:QHE_D0770,6.41,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0770:V_RSET,V,readset,37,0.2,FE_LEBT:QHE_D0770,6.41,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0770:V_RD,V,readback,37,0.2,FE_LEBT:QHE_D0770,6.41,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0773:I_CSET,ANG,setpoint,39,0.0,FE_LEBT:DCH_D0773,6.6075,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0773:I_RSET,ANG,readset,39,0.0,FE_LEBT:DCH_D0773,6.6075,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0773:I_RD,ANG,readback,39,0.0,FE_LEBT:DCH_D0773,6.6075,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0773:I_CSET,ANG,setpoint,39,0.0,FE_LEBT:DCV_D0773,6.6075,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0773:I_RSET,ANG,readset,39,0.0,FE_LEBT:DCV_D0773,6.6075,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0773:I_RD,ANG,readback,39,0.0,FE_LEBT:DCV_D0773,6.6075,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0776:V_CSET,V,setpoint,41,0.2,FE_LEBT:QHE_D0776,7.005,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0776:V_RSET,V,readset,41,0.2,FE_LEBT:QHE_D0776,7.005,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0776:V_RD,V,readback,41,0.2,FE_LEBT:QHE_D0776,7.005,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0780:V_CSET,V,setpoint,43,0.2,FE_LEBT:QVE_D0780,7.34,EQUAD,LIVE,ES_quad_Y,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0780:V_RSET,V,readset,43,0.2,FE_LEBT:QVE_D0780,7.34,EQUAD,LIVE,ES_quad_Y,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0780:V_RD,V,readback,43,0.2,FE_LEBT:QVE_D0780,7.34,EQUAD,LIVE,ES_quad_Y,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0783:X_RD,X,readback,45,0.0,FE_LEBT:PM_D0783,7.531585,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0783:Y_RD,Y,readback,45,0.0,FE_LEBT:PM_D0783,7.531585,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0783:XY_RD,XY,readback,45,0.0,FE_LEBT:PM_D0783,7.531585,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0783:XRMS_RD,XRMS,readback,45,0.0,FE_LEBT:PM_D0783,7.531585,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0783:YRMS_RD,YRMS,readback,45,0.0,FE_LEBT:PM_D0783,7.531585,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0783:XYRMS_RD,XYRMS,readback,45,0.0,FE_LEBT:PM_D0783,7.531585,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0787:I_CSET,B,setpoint,48,0.4,FE_LEBT:SOLR_D0787,8.15,SOL,LIVE,solenoid,SOL_S4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0787:I_RSET,B,readset,48,0.4,FE_LEBT:SOLR_D0787,8.15,SOL,LIVE,solenoid,SOL_S4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0787:I_RD,B,readback,48,0.4,FE_LEBT:SOLR_D0787,8.15,SOL,LIVE,solenoid,SOL_S4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0790:I_CSET,ANG,setpoint,50,0.0,FE_LEBT:DCH_D0790,8.27065,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0790:I_RSET,ANG,readset,50,0.0,FE_LEBT:DCH_D0790,8.27065,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0790:I_RD,ANG,readback,50,0.0,FE_LEBT:DCH_D0790,8.27065,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0790:I_CSET,ANG,setpoint,50,0.0,FE_LEBT:DCV_D0790,8.27065,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0790:I_RSET,ANG,readset,50,0.0,FE_LEBT:DCV_D0790,8.27065,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0790:I_RD,ANG,readback,50,0.0,FE_LEBT:DCV_D0790,8.27065,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0802:I_CSET,B,setpoint,60,0.4,FE_LEBT:SOLR_D0802,9.62515,SOL,LIVE,solenoid,SOL_S4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0802:I_RSET,B,readset,60,0.4,FE_LEBT:SOLR_D0802,9.62515,SOL,LIVE,solenoid,SOL_S4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0802:I_RD,B,readback,60,0.4,FE_LEBT:SOLR_D0802,9.62515,SOL,LIVE,solenoid,SOL_S4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0805:I_CSET,ANG,setpoint,62,0.0,FE_LEBT:DCH_D0805,9.7458,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0805:I_RSET,ANG,readset,62,0.0,FE_LEBT:DCH_D0805,9.7458,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0805:I_RD,ANG,readback,62,0.0,FE_LEBT:DCH_D0805,9.7458,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0805:I_CSET,ANG,setpoint,62,0.0,FE_LEBT:DCV_D0805,9.7458,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0805:I_RSET,ANG,readset,62,0.0,FE_LEBT:DCV_D0805,9.7458,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
